musicianID,musicianName,genderType,birthDate,city,familyName,forename,fatherName,motherName,spouse,NChildren,kind,webpage,residence
http://www.wikidata.org/entity/Q271782,Betty Lynn Buckley,f,1947-07-03T00:00:00Z,Big Spring,Buckley,Lynn,,,,,,http://www.bettybuckley.com/,
http://www.wikidata.org/entity/Q268933,,f,1918-07-20T00:00:00Z,Texas,Walker,Cindy,,,,,pop music,,
http://www.wikidata.org/entity/Q272143,,f,1916-05-16T00:00:00Z,Bridgeport,Caselotti,Adriana,,,,,,,
http://www.wikidata.org/entity/Q266795,Jenna von Oÿ,f,1977-05-02T00:00:00Z,Danbury,,Jenna,,,,,pop music,http://www.jennavonoy.com/,
http://www.wikidata.org/entity/Q271871,,f,1909-07-26T00:00:00Z,Cherryvale,Vance,Vivian,,,Philip Ober,,,,
http://www.wikidata.org/entity/Q267931,,f,1977-08-16T00:00:00Z,Carolina,Droz,Daniela,,,,,merengue music,,
http://www.wikidata.org/entity/Q267676,,f,1970-07-03T00:00:00Z,Berlin,McDonald,Audra,,,William Swenson,,,http://audramcdonald.net/,
http://www.wikidata.org/entity/Q271256,,f,1945-08-24T00:00:00Z,Nampa,,,,,Ernst Wilhelm Wenders,,pop music,http://roneeblakley.com/,
http://www.wikidata.org/entity/Q271045,,f,1941-08-21T00:00:00Z,Hazel,,Jackie,,,Randy Edelman,,popular music,http://www.jackiedeshannon.com/jackiedeshannon.htm,
http://www.wikidata.org/entity/Q270123,,f,1986-07-09T00:00:00Z,Alexandria,Williams,Kiely,,,,,popular music,http://www.kielysworld.com/,
http://www.wikidata.org/entity/Q271840,Nell Ruth Hardy,f,1948-09-13T00:00:00Z,Birmingham,Carter,Nell,,,,3.0,,,
http://www.wikidata.org/entity/Q269693,,f,1952-12-30T00:00:00Z,Boston,Anderson,June,,,,,,,
http://www.wikidata.org/entity/Q270239,,f,1982-11-21T00:00:00Z,Rock Island,,,,,,,pop music,http://www.lissie.com/,
http://www.wikidata.org/entity/Q269890,Don J. Rickles,m,1926-05-08T00:00:00Z,New York City,Rickles,Donald Jay,,,Barbara Sklar,,,http://www.donrickles.com/,
http://www.wikidata.org/entity/Q269121,,m,1942-08-24T00:00:00Z,Weldon,Soul,Jimmy,,,,,popular music,,
http://www.wikidata.org/entity/Q267188,Big Bill Lister,m,1923-01-05T00:00:00Z,Karnes County,Lister,Bill,,,,,pop music,,
http://www.wikidata.org/entity/Q272214,Mary Ann Chase,f,1930-04-01T00:00:00Z,Ann Arbor,Chase,Mary Ann,,,,2.0,,,
http://www.wikidata.org/entity/Q271573,,f,1954-03-01T00:00:00Z,San Francisco,,Lorraine,,,Peter Lieberson,,play,,
http://www.wikidata.org/entity/Q269549,Maria Louise McKee,f,1964-08-17T00:00:00Z,Los Angeles,McKee,Maria,,,,,popular music,http://mariamckeeinfo.com/,
http://www.wikidata.org/entity/Q270869,Yolanda Yvette Adams,f,1961-08-27T00:00:00Z,Houston,Adams,Yolanda,,,,,Christian music,http://yolandaadamslive.com/,
http://www.wikidata.org/entity/Q269645,,m,1966-09-17T00:00:00Z,Christ Church,Davis,Doug,,,,,African-American music,http://www.dougefresh.com/,
http://www.wikidata.org/entity/Q271145,María Conchita,f,1957-06-29T00:00:00Z,Cienfuegos,Alonso,María,,,,,Latin American music,,
http://www.wikidata.org/entity/Q272092,Ethel Hilda Keeler,f,1910-08-25T00:00:00Z,New York City,Keeler,Ruby,,,Asa Yoelson,,,,
http://www.wikidata.org/entity/Q270765,,f,1958-02-21T00:00:00Z,Princeton,,Mary,,,,,pop music,http://www.marychapincarpenter.com/,
http://www.wikidata.org/entity/Q269809,,f,1935-07-25T00:00:00Z,Evanston,Harris,Barbara,,,Paul Silverberg,,,,Scottsdale
http://www.wikidata.org/entity/Q271500,,f,1983-10-03T00:00:00Z,Los Angeles,Thompson,Tessa,,,Janelle Monae,,,,Brooklyn
http://www.wikidata.org/entity/Q271738,,f,1966-10-15T00:00:00Z,New York City,,Brenda,,,,,dance music,https://www.myspace.com/brendakmusic,
http://www.wikidata.org/entity/Q269815,Reba Feinsohn,f,1884-05-11T00:00:00Z,Bucharest,Gluck,Alma,,,Efrem Zimbalist,,,,
http://www.wikidata.org/entity/Q266825,"Sandra Kay ""Sandy"" Duncan",f,1946-02-20T00:00:00Z,Henderson,Duncan,Kay,,,,,pop music,,
http://www.wikidata.org/entity/Q268681,,f,1957-12-20T00:00:00Z,Memphis,Ward,Anita,,,,,popular music,,
http://www.wikidata.org/entity/Q267951,,f,1895-04-01T00:00:00Z,Memphis,Hunter,Alberta,,,,,music,,
http://www.wikidata.org/entity/Q270324,,f,1949-04-21T00:00:00Z,Northport,LuPone,Patti,,,,,,http://www.pattilupone.net,London
http://www.wikidata.org/entity/Q267666,Domenica Costa,f,1972-06-04T00:00:00Z,Tokyo,Costa,Domenica,Dominick Peter Costa,Terry Ray Costa,Justin Stanley,,rock music,http://www.nikkacosta.com,
http://www.wikidata.org/entity/Q270935,Christopher John Boyle,m,1964-07-20T00:00:00Z,Seattle,Boyle,Christopher,,,,3.0,heavy metal,http://www.chriscornell.com,Miami
http://www.wikidata.org/entity/Q267406,Colleen Fitzpatrick,f,1972-07-20T00:00:00Z,Old Bridge Township,,Colleen,,,,,popular music,,Los Angeles
http://www.wikidata.org/entity/Q267476,,f,1953-12-31T00:00:00Z,New York City,,Jane,,,,,popular music,http://www.janebadler.com/,
http://www.wikidata.org/entity/Q266659,,m,1958-07-30T00:00:00Z,Kansas City,Mahogany,Kevin,,,,,popular music,http://www.kevinmahogany.com,
http://www.wikidata.org/entity/Q271852,,f,1917-10-16T00:00:00Z,New York City,Pearce,Alice,,,John J. Rox,,,,
http://www.wikidata.org/entity/Q266959,Margaret Daniel,f,1924-02-17T00:00:00Z,Independence,Truman,Margaret,H. S. Truman,Bess Wallace Truman,Clifton (Elbert) Daniel,,,,
http://www.wikidata.org/entity/Q267383,Martha Campbell Carradine,f,1970-11-16T00:00:00Z,New York City,Plimpton,Martha,Keith Ian Carradine,Shelley Plimpton,,,,http://www.marthaplimpton.com,
http://www.wikidata.org/entity/Q269716,,f,1993-07-01T00:00:00Z,Bryan,Rodríguez,,,,,,,,
http://www.wikidata.org/entity/Q271765,,f,1981-04-10T00:00:00Z,Euclid,Bundy,Laura,,,,,,http://www.laurabellbundy.com/,
http://www.wikidata.org/entity/Q269379,,f,1978-11-23T00:00:00Z,Vero Beach,,Alison,,,,,popular music,,
http://www.wikidata.org/entity/Q269901,Melora Diane Hardin,f,1967-06-29T00:00:00Z,Houston,Hardin,Melora,Jerry Hardin,,Gildart Jackson,2.0,,http://www.melora.com/,San Francisco
http://www.wikidata.org/entity/Q267522,,f,1989-06-18T00:00:00Z,Houston,,Renee,,,,,popular music,http://www.reneeo.com/,
http://www.wikidata.org/entity/Q319585,Warren Griffin III,m,1970-11-10T00:00:00Z,Long Beach,Griffin,Warren,,,,,African-American music,http://warreng.com/,
http://www.wikidata.org/entity/Q313009,,m,1956-06-26T00:00:00Z,Stockton,Isaak,Chris,,,,,popular music,http://www.chrisisaak.com/,
http://www.wikidata.org/entity/Q316454,Donald Hugh Henley,m,1947-07-22T00:00:00Z,Gilmer,Henley,Donald Hugh,,,,,pop music,http://www.donhenley.com,
http://www.wikidata.org/entity/Q318483,,m,1957-10-21T00:00:00Z,Los Angeles,,Steve,,,Shawn Batten,,rock music,http://www.stevelukather.com,
http://www.wikidata.org/entity/Q313849,Ben Robert Moody III,m,1981-01-22T00:00:00Z,Little Rock,Moody,Benjamin Robert,,,,,rock music,http://www.benmoody.com/,
http://www.wikidata.org/entity/Q318475,Randall Stuart Newman,m,1943-11-28T00:00:00Z,Los Angeles,Newman,Randall,,,Gretchen Preece,,popular music,https://www.randynewman.com/,
http://www.wikidata.org/entity/Q312387,Jeff Starship,m,1951-05-19T00:00:00Z,New York City,Hyman,Joey,Noel Hyman,Charlotte Lesher,,,rock music,http://www.joeyramone.com/,
http://www.wikidata.org/entity/Q318509,Henry Garfield,m,1961-02-13T00:00:00Z,"Washington\, D.C.",Rollins,Henry,,,,,punk rock,http://www.henryrollins.com,
http://www.wikidata.org/entity/Q313013,00033029517 IPI,m,1942-06-20T00:00:00Z,Inglewood,Wilson,Brian,Murry Gage Wilson,Audree Neva Korthof,Melinda Ledbetter,,rock music,https://www.brianwilson.com/,
http://www.wikidata.org/entity/Q313854,,m,1958-05-12T00:00:00Z,Cleveland,Singer,Eric,,,,,popular music,http://www.eric-singer.com/,
http://www.wikidata.org/entity/Q317254,,m,1941-10-03T00:00:00Z,Andrews,,,,,Miss World 1962,,popular music,http://chubbychecker.com/,
http://www.wikidata.org/entity/Q314206,Dan Mihai Bălan,m,1979-02-06T00:00:00Z,Chișinău,Balan,Dan,Mihai Balan,Ludmila Balan,,,popular music,http://www.danbalan.com/,
http://www.wikidata.org/entity/Q314424,Mark Wayne Salling,m,1982-08-17T00:00:00Z,Dallas,Salling,Mark,,,,,,http://www.marksallingmusic.com/home.html,
http://www.wikidata.org/entity/Q313789,,m,1953-10-27T00:00:00Z,Philadelphia,Picardo,Robert,,,,,,http://www.robertpicardo.com/,Los Angeles
http://www.wikidata.org/entity/Q312270,,m,1941-03-18T00:00:00Z,Prattville,Pickett,Wilson,,,,,popular music,,
http://www.wikidata.org/entity/Q317784,Jermaine La Jaune Jackson,m,1954-12-11T00:00:00Z,Gary,Jackson,Jermaine,Joseph Jackson,Katherine Esther Scruse,,,popular music,http://www.jermainejackson.com/,
http://www.wikidata.org/entity/Q311752,Chris Crosby Farley,m,1964-02-15T00:00:00Z,Madison,Farley,Chris,,,,,,,
http://www.wikidata.org/entity/Q313660,Cody Martin Linley,m,1989-11-20T00:00:00Z,Lewisville,Linley,Cody,,,,,,,
http://www.wikidata.org/entity/Q320190,Tremaine Aldon Neverson,m,1984-11-28T00:00:00Z,Petersburg,Neverson,Tremaine,,,,,popular music,http://treysongz.com,
http://www.wikidata.org/entity/Q314290,"Harold ""Harry"" Dean Stanton",m,1926-07-14T00:00:00Z,Irvine,Stanton,Harry,,,,,,http://www.harrydeanstanton.org,
http://www.wikidata.org/entity/Q312870,Jerome John Garcia,m,1942-08-01T00:00:00Z,San Francisco,García,Jerry,,,Carolyn Elizabeth Garcia,,rock music,http://www.jerrygarcia.com,
http://www.wikidata.org/entity/Q313470,"Donald Edmond ""Donnie"" Wahlberg",m,1969-08-17T00:00:00Z,Boston,Wahlberg,Donnie,,,"Jennifer Ann ""Jenny"" McCarthy",2.0,popular music,,
http://www.wikidata.org/entity/Q319374,00027067395 IPI,m,1942-04-02T00:00:00Z,Lawton,Russell,Claude,,,,6.0,pop music,https://www.leonrussellrecords.com/,
http://www.wikidata.org/entity/Q311103,Jeff Glen Bennett,m,1962-10-02T00:00:00Z,Houston,Bennett,Jeff,,,,,,,
http://www.wikidata.org/entity/Q320452,Wilbert Huntington Harrison,m,1929-01-05T00:00:00Z,Charlotte,Harrison,Wilbert,,,,,popular music,,
http://www.wikidata.org/entity/Q313260,Albert Greene,m,1946-04-13T00:00:00Z,Forrest City,Green,Leornes,,,,,popular music,http://www.algreenmusic.com,
http://www.wikidata.org/entity/Q320167,Corey Woods,m,1970-01-12T00:00:00Z,New York City,,,,,,,popular music,http://www.raekwonchronicles.com,
http://www.wikidata.org/entity/Q312743,,m,1939-03-13T00:00:00Z,New York City,,Neil,,,,,popular music,http://neilsedaka.com,
http://www.wikidata.org/entity/Q313046,Edward Albert Heimberger,m,1906-04-22T00:00:00Z,Rock Island,Albert,Edward,,,Margo,,,,
http://www.wikidata.org/entity/Q312292,Tomas Enrique Araya,m,1961-06-06T00:00:00Z,Viña del Mar,Araya,Tom,,,,,heavy metal,http://www.slayer.net/,
http://www.wikidata.org/entity/Q312885,James Wesley Marsters,m,1962-08-20T00:00:00Z,Greenville,Marsters,James,,,,,popular music,http://www.jamesmarsters.com,
http://www.wikidata.org/entity/Q311962,,m,1970-11-18T00:00:00Z,Indianapolis,Epps,Mike,,,,,,http://mikeepps.com/,
http://www.wikidata.org/entity/Q313755,Harry Connick,m,1967-09-11T00:00:00Z,New Orleans,Connick,Fowler,,,Jill Goodacre Connick,,popular music,http://www.harryconnickjr.com,
http://www.wikidata.org/entity/Q320583,,m,1969-08-19T00:00:00Z,Beaumont,Walker,Clay,,,,,pop music,http://www.claywalker.com/,
http://www.wikidata.org/entity/Q311976,Wayne Elliot Knight,m,1955-08-07T00:00:00Z,New York City,Knight,Wayne,,,,,,,
http://www.wikidata.org/entity/Q319297,,m,1951-08-02T00:00:00Z,Hackensack,Turner,Joe,,,,,popular music,http://www.joelynnturner.com,
http://www.wikidata.org/entity/Q313281,Michel Jean Legrand,m,1932-02-24T00:00:00Z,Paris,Legrand,Michel,Raymond Legrand,,Catherine Michel,,popular music,http://www.michellegrandofficial.com,
http://www.wikidata.org/entity/Q313992,DLR,m,1954-10-10T00:00:00Z,Bloomington,Roth,David Lee,,,,,popular music,https://davidleeroth.com/,
http://www.wikidata.org/entity/Q315723,,m,1909-06-14T00:00:00Z,Jasper County,Ives,Burl,,,,,pop music,http://www.burlives.com/,
http://www.wikidata.org/entity/Q311453,Brent Jay Spiner,m,1949-02-02T00:00:00Z,Houston,,Brent,,,,,,http://www.therealbrentspiner.com,
http://www.wikidata.org/entity/Q311267,Walden Robert Cassotto,m,1936-05-14T00:00:00Z,New York City,Darin,Bobby,,,Sandra Dee,,rock music,http://www.bobbydarin.com,
http://www.wikidata.org/entity/Q320052,Vincent Philip D'Onofrio,m,1959-06-30T00:00:00Z,New York City,D'Onofrio,Vincent,,,Greta Scacchi,,fiction,,Gramercy Park
http://www.wikidata.org/entity/Q311256,Richard Noel Marx,m,1969-07-16T00:00:00Z,Chicago,Marx,Richard,Dick Marx,,Cynthia Rhodes,,popular music,http://richardmarx.com/,
http://www.wikidata.org/entity/Q317101,Keidran Jones,m,1987-04-15T00:00:00Z,Road Town,Jones,,,,,,black contemporary,http://www.iyazmusic.com/,
http://www.wikidata.org/entity/Q310894,,m,1950-03-11T00:00:00Z,New York City,McFerrin,Bobby,,,,,popular music,http://www.bobbymcferrin.com,
http://www.wikidata.org/entity/Q311754,Jay Scott Greenspan,m,1959-09-23T00:00:00Z,Newark,Alexander,Jay,,,,2.0,,,
http://www.wikidata.org/entity/Q312173,Lil' Bow Wow,m,1987-03-09T00:00:00Z,Columbus,Moss,Shad,,,,,African-American music,http://www.bowwowtoday.com/,
http://www.wikidata.org/entity/Q316644,,m,1976-10-07T00:00:00Z,Miramar,Hicks,Taylor,,,,,popular music,http://www.taylorhicks.com,
http://www.wikidata.org/entity/Q314343,Munky,m,1970-06-06T00:00:00Z,Rosedale,Shaffer,James,,,Evis Xheneti,,heavy metal,,
http://www.wikidata.org/entity/Q314877,Patrick Martin Stumph,m,1984-04-27T00:00:00Z,Evanston,Stump,Patrick,,,,1.0,popular music,http://patrickstump.com,
http://www.wikidata.org/entity/Q311244,David Darnell Brown,m,1981-03-15T00:00:00Z,Nashville,Brown,David,,,Tanee McCall,,African-American music,http://www.young-buck.com,
http://www.wikidata.org/entity/Q313367,Gary Wayne Coleman,m,1910-02-08T00:00:00Z,Zion,Coleman,Gary,,,,,,,
http://www.wikidata.org/entity/Q318755,Talib Kweli Greene,m,1975-10-03T00:00:00Z,New York City,,,,,,,African-American music,http://www.talibkweli.com,
http://www.wikidata.org/entity/Q311987,Rob Fredrick Paulsen,m,1956-03-11T00:00:00Z,Detroit,Paulsen,Rob,,,,1.0,,https://robpaulsenlive.com/,Los Angeles
http://www.wikidata.org/entity/Q317095,Bryan Keith Holland,m,1965-12-29T00:00:00Z,Garden Grove,Holland,Bryan,,,,,rock music,http://www.offspring.com,
http://www.wikidata.org/entity/Q318374,Ryland Peter Cooder,m,1947-03-15T00:00:00Z,Los Angeles,Cooder,Peter,,,,,popular music,http://rycooder.nl/,
http://www.wikidata.org/entity/Q313049,Christopher Ryan Hardwick,m,1971-11-23T00:00:00Z,Louisville,Hardwick,Chris,"William Bruce ""Billy"" Hardwick",,Lydia Hearst-Shaw,,,http://www.nerdist.com/,
http://www.wikidata.org/entity/Q315784,Jose Feliciano,m,1945-09-10T00:00:00Z,Lares,Feliciano,José,,,,,rock music,http://josefeliciano.com/,
http://www.wikidata.org/entity/Q318792,,m,1980-03-09T00:00:00Z,St. Louis,,,,,,,African-American music,http://www.chingyjackpot.com/fr_now.cfm,
http://www.wikidata.org/entity/Q312252,Andy Samuel Griffith,m,1926-06-01T00:00:00Z,Mount Airy,Griffith,Andy,,,,2.0,pop music,,
http://www.wikidata.org/entity/Q313820,Howard Duane Allman,m,1946-11-20T00:00:00Z,Nashville,Allman,Duane,,,,,pop music,http://www.allmanbrothersband.com/,
http://www.wikidata.org/entity/Q313875,"Shawn ""Clown"" Crahan",m,1969-09-24T00:00:00Z,Des Moines,Crahan,Shawn,,,,,heavy metal,https://www.slipknot1.com/,
http://www.wikidata.org/entity/Q311238,,m,1975-10-09T00:00:00Z,New York City,Lennon,Sean,John Winston Lennon,Ono,Charlotte Kemp Muhl,,rock music,http://www.seanonolennon.com/,
http://www.wikidata.org/entity/Q313029,,m,1960-11-07T00:00:00Z,Portland,Thayer,Tommy,,,,,popular music,http://www.tommythayer.com/,
http://www.wikidata.org/entity/Q314107,Bernie Allen,m,1981-08-05T00:00:00Z,Geneva,McCoy,Travis,,,,,African-American music,http://www.traviemccoy.com,
http://www.wikidata.org/entity/Q311450,William Everett Preston,m,1946-09-02T00:00:00Z,Houston,Preston,Everett,,,,,music,http://www.billypreston.net/,
http://www.wikidata.org/entity/Q320264,,m,1962-02-04T00:00:00Z,Long Branch,Black,Clint,,,Lisa Hartman,,pop music,,
http://www.wikidata.org/entity/Q314945,Michael A. Richards,m,1949-07-24T00:00:00Z,Culver City,Richards,Michael,,,,,,,
http://www.wikidata.org/entity/Q312705,John Yohan Cho,m,1972-06-16T00:00:00Z,Seoul,,John,,,,2.0,,,
http://www.wikidata.org/entity/Q310926,"Cornelius Crane ""Chevy"" Chase",m,1943-10-08T00:00:00Z,New York City,Chase,,,,,,,,
http://www.wikidata.org/entity/Q313578,Robert Matthew Van Winkle Rodriguez,m,1967-10-31T00:00:00Z,Dallas,,,,,,,African-American music,http://www.vanillaice.com/,
http://www.wikidata.org/entity/Q311750,Penn Dayton Badgley,m,1986-11-01T00:00:00Z,Baltimore,,,,,,,,,
http://www.wikidata.org/entity/Q316872,,m,1957-04-17T00:00:00Z,New York City,,,,,,,electronic music,http://www.myspace.com/afrikabambaataaandthesoulsonicforce,
http://www.wikidata.org/entity/Q313559,Jerry Fulton Cantrell Jr.,m,1966-03-18T00:00:00Z,Tacoma,Cantrell,Fulton,,,,,rock music,https://jerrycantrell.com,
http://www.wikidata.org/entity/Q316641,Joel David Katz,m,1932-04-11T00:00:00Z,Cleveland,Grey,Joel,Mickey Katz,,,,,http://www.joelgreyphotographer.com/,
http://www.wikidata.org/entity/Q317516,,m,1963-01-20T00:00:00Z,Nashville,Denton,James,,,Deana Carter,,,http://www.jamesdenton.com/,Chanhassen
http://www.wikidata.org/entity/Q313941,,m,1975-02-20T00:00:00Z,Lexington,Littrell,Brian,,,Leighanne Wallace,,popular music,http://brianlittrell.com,
http://www.wikidata.org/entity/Q311232,Tyrese,m,1978-12-30T00:00:00Z,Los Angeles,Gibson,Tyrese,,,,,popular music,http://www.tyrese.com,
http://www.wikidata.org/entity/Q311580,David Eric Johnson,m,1954-08-17T00:00:00Z,Austin,Johnson,David,,,,,pop music,http://www.ericjohnson.com/,
http://www.wikidata.org/entity/Q311078,Shane Lee Yaw,m,1988-07-19T00:00:00Z,Long Beach,Yaw,Lee,,,,,popular music,http://www.shanedawsontv.com/,
http://www.wikidata.org/entity/Q314208,,m,1936-07-30T00:00:00Z,Lettsworth,Guy,George,,,,,music,http://www.buddyguy.net/,
http://www.wikidata.org/entity/Q313146,,m,1977-11-14T00:00:00Z,Detroit,,,,,,,African-American music,http://blackmarketent313.com/,
http://www.wikidata.org/entity/Q313502,00526748429 IPI,m,1963-06-18T00:00:00Z,Hinsdale,Reed,Arthur,,,,,rock music,http://www.gunsnroses.com/,
http://www.wikidata.org/entity/Q314427,Kevin Michael McHale,m,1988-06-14T00:00:00Z,Plano,McHale,Kevin,,,,,popular music,,
http://www.wikidata.org/entity/Q312514,,m,1953-02-26T00:00:00Z,New Haven,Bolton,Michael,,,Maureen McGuire,3.0,rock music,http://www.michaelbolton.com/,
http://www.wikidata.org/entity/Q314535,,m,1968-06-30T00:00:00Z,New Orleans,Anselmo,Philip,,,Stephanie Opal Weinstein,,heavy metal,http://www.philanselmo.com/,
http://www.wikidata.org/entity/Q313138,00337990720 IPI,m,1970-04-17T00:00:00Z,Newark,Noble,Reginald,,,,,African-American music,http://www.funkdoc.com/,
http://www.wikidata.org/entity/Q316231,Scott Richard Grimes,m,1971-07-09T00:00:00Z,Lowell,Grimes,Scott,,,,,rock music,http://www.scottgrimesofficialsite.com,
http://www.wikidata.org/entity/Q311382,William Corgan,m,1967-03-17T00:00:00Z,Elk Grove Village,Corgan,Billy,,,,,rock music,http://www.myspace.com/billycorganmusic,
http://www.wikidata.org/entity/Q311621,,m,1964-04-17T00:00:00Z,Ravenna,,Maynard,,,,,popular music,http://www.puscifer.com,
http://www.wikidata.org/entity/Q312264,Beefheart Captain,m,1941-01-15T00:00:00Z,Glendale,,,,,,,rock music,http://www.beefheart.com/,
http://www.wikidata.org/entity/Q311241,"Robert Barisford ""Bobby"" Brown",m,1969-02-05T00:00:00Z,Boston,Brown,Bobby,,,Whitney Elizabeth Houston,,dance music,http://www.bobbybrownonline.com/,
http://www.wikidata.org/entity/Q319392,Marlon David Jackson,m,1957-03-12T00:00:00Z,Gary,Jackson,Marlon,Joseph Jackson,Katherine Esther Scruse,,,popular music,,
http://www.wikidata.org/entity/Q315039,,m,1953-12-06T00:00:00Z,Detroit,Hulce,Tom,,,,,,,
http://www.wikidata.org/entity/Q313408,"Alexander James ""A. J."" McLean",m,1978-01-09T00:00:00Z,West Palm Beach,McLean,Alexander,,,,,popular music,http://ajmclean.com,
http://www.wikidata.org/entity/Q319277,Mark William Lanegan,m,1964-11-25T00:00:00Z,Ellensburg,Lanegan,William,,,,,popular music,http://www.marklanegan.com/,
http://www.wikidata.org/entity/Q311655,Charlie T. Wilbury,m,1950-10-20T00:00:00Z,Gainesville,Petty,Tom,,,,2.0,popular music,http://www.tompetty.com/,
http://www.wikidata.org/entity/Q311306,Luther Ronzoni Vandross,m,1951-04-20T00:00:00Z,New York City,Vandross,Luther,,,,,popular music,http://www.luthervandross.com,
http://www.wikidata.org/entity/Q363019,Robert Steven Belew,m,1949-12-23T00:00:00Z,Covington,Belew,Adrian,,,,,popular music,http://www.adrianbelew.net,
http://www.wikidata.org/entity/Q373895,Betty Marion White,f,1922-01-17T00:00:00Z,Oak Park,White,Marion,,,Allen Ludden,,,,Carmel-by-the-Sea
http://www.wikidata.org/entity/Q367129,Leonard Sly,m,1911-11-05T00:00:00Z,Cincinnati,Rogers,Roy,,,Dale Evans,,pop music,http://www.royrogers.com/,
http://www.wikidata.org/entity/Q374323,Ramone Johnson,m,1982-10-10T00:00:00Z,Chicago,,,,,,,African-American music,http://www.cashismusic.com,
http://www.wikidata.org/entity/Q362587,,f,1960-01-03T00:00:00Z,Chicago,Glen,Marla,,,,,music,https://www.marlaglen.net/,
http://www.wikidata.org/entity/Q361683,Omari Ishmael Grandberry,m,1984-11-12T00:00:00Z,Inglewood,Grandberry,Ishmael,,,,,contemporary R&B,http://www.omarionworldwide.com/,
http://www.wikidata.org/entity/Q370560,David Van Cortlandt Crosby,m,1941-08-14T00:00:00Z,Los Angeles,Crosby,David,Floyd Crosby,,,,popular music,https://davidcrosby.com/,
http://www.wikidata.org/entity/Q361522,Nathan Bartholomew Morris,m,1971-06-18T00:00:00Z,Philadelphia,Morris,Nathan,,,,,contemporary R&B,http://www.boyziimen.com/nate,
http://www.wikidata.org/entity/Q367447,,m,1910-12-07T00:00:00Z,New Orleans,Prima,Louis,,,Gia Maione,,popular music,http://www.louisprima.com/,
http://www.wikidata.org/entity/Q369517,Bohannon,m,1942-03-07T00:00:00Z,Newnan,Bohannon,Hamilton,,,,,popular music,,
http://www.wikidata.org/entity/Q372900,,m,1949-08-31T00:00:00Z,Pinellas County,Roberts,Rick,,,,,country music,http://www.rickrobertsmusic.com,
http://www.wikidata.org/entity/Q372278,Nuno Duarte Gil Mendes Bettencourt,m,1966-09-20T00:00:00Z,Praia da Vitória,Bettencourt,Nuno,,,,,rock music,http://www.nunobettencourt.com/,
http://www.wikidata.org/entity/Q362435,Gentleman Jim,m,1923-08-20T00:00:00Z,Galloway,Reeves,Jim,,,,,pop music,,
http://www.wikidata.org/entity/Q364781,Barton Lee Hazlewood,m,1929-07-09T00:00:00Z,Oklahoma,Hazlewood,Lee,,,,,pop music,http://leehazlewoodmusic.net/,
http://www.wikidata.org/entity/Q374710,,m,1954-03-14T00:00:00Z,Chicago,,Adrian,,,,,,,
http://www.wikidata.org/entity/Q363822,Guitar Boogie Smith,m,1921-04-01T00:00:00Z,South Carolina,Smith,Arthur,,,,,pop music,http://www.arthursmithmusic.com/,
http://www.wikidata.org/entity/Q371773,,m,1953-07-21T00:00:00Z,Philadelphia,,Eric,,,,,popular music,,
http://www.wikidata.org/entity/Q370447,Jose James,m,1978-01-20T00:00:00Z,Minneapolis,James,José,,,,,popular music,http://www.josejamesmusic.com/,
http://www.wikidata.org/entity/Q369724,,m,1928-04-09T00:00:00Z,New York City,Lehrer,Tom,,,,,,,
http://www.wikidata.org/entity/Q372296,James David Greenblatt,m,1967-01-02T00:00:00Z,New York City,Marshall,James,,,Renee Griffin,2.0,,,
http://www.wikidata.org/entity/Q369470,,m,1944-11-13T00:00:00Z,Evansville,Thomas,,,,,,popular music,,
http://www.wikidata.org/entity/Q364387,,m,1951-07-07T00:00:00Z,Yazoo City,Henderson,Michael,,,,,popular music,http://www.michaelhenderson.org,
http://www.wikidata.org/entity/Q371202,Antwan André Patton,m,1975-02-01T00:00:00Z,Savannah,Patton,André,,,,,African-American music,http://bigboi.com,
http://www.wikidata.org/entity/Q370918,Keith David Williams,m,1956-06-04T00:00:00Z,New York City,Williams,Keith,,,,,,http://www.keithdavid.com/,
http://www.wikidata.org/entity/Q371782,Alison Maria Krauss,f,1971-07-23T00:00:00Z,Decatur,Krauss,Alison,,,,,pop music,https://alisonkrauss.com/,
http://www.wikidata.org/entity/Q366869,,m,1940-08-10T00:00:00Z,Beaver Dam,Hatfield,Bobby,,,,,popular music,,
http://www.wikidata.org/entity/Q375792,Sandy Zevon,m,1947-01-24T00:00:00Z,Chicago,Zevon,Warren,,,Crystal Zevon,,popular music,http://www.warrenzevon.com,
http://www.wikidata.org/entity/Q371493,00002745023 IPI,m,1931-09-19T00:00:00Z,Camden,Peay,Franklin,,,,,popular music,,
http://www.wikidata.org/entity/Q361431,Brian Transeau,m,1971-10-04T00:00:00Z,Rockville,,Brian,,,,,electronic music,http://www.btmusic.com,
http://www.wikidata.org/entity/Q363490,,m,1968-04-03T00:00:00Z,Freeport,Bierk,Philip,David Bierk,,,,popular music,http://www.sebastianbach.com,
http://www.wikidata.org/entity/Q374936,,m,1932-12-28T00:00:00Z,Memphis,Burnette,,,,,,pop music,,
http://www.wikidata.org/entity/Q365474,,m,1974-03-03T00:00:00Z,Los Angeles,Faustino,David,,,Andrea Faustino,,popular music,http://www.davidfaustino.com/,
http://www.wikidata.org/entity/Q365042,Bret Michael Sychak,m,1963-03-15T00:00:00Z,Butler,Michaels,Bret,,,,,pop music,http://www.bretmichaels.com/,
http://www.wikidata.org/entity/Q362371,,m,1931-05-28T00:00:00Z,Arkansas,Burgess,Sonny,,,,,pop music,http://www.legendarypacers.com,
