id,gid,recording,medium,position,number,name,artist_credit,length,edits_pending,last_updated
14380924,48c21b15-3348-32b2-9138-7e0f29baadf4,11152099,703604,7,7,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 408. ""Veni, creator spiritus""",10293,184106,0,2013-03-14 18:53:13.800592+01
14380930,0dcd0b35-a699-3056-9395-71f00c3569c1,11152105,703604,13,13,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 261. ""Wie Felsenabgrund mir zu Füssen"" (Pater profundus)",10293,260266,0,2013-03-14 18:53:13.800592+01
14380937,4d55d108-feb0-31e0-97c6-7d716574984a,11152112,703604,20,20,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 868. ""Bei der Liebe, die den Füssen"" (Magna Peccatrix) - ""Bei dem Bronn, zu dem schon weiland"" (Mulier Samaritana) - ""Bei dem hochgeweihten Orte"" (Maria Aegyptiaca)",10293,265893,0,2013-03-14 18:53:13.800592+01
14380940,e71199e4-210a-381d-861f-ed640581e8ea,11152115,703604,23,23,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1249. ""Komm! hebe dich zu höhern Sphären"" (Mater gloriosa) - ""Blicket auf zum Retterblick alle reuig Zarten"" (Doctor Marianus)",10293,367400,0,2013-03-14 18:53:13.800592+01
14666029,6803ff79-a926-3764-ad7f-38b673374398,14869545,1322427,2,2,Revolution,1159548,258000,0,2013-05-01 17:30:58.849982+02
14666033,bd23014c-bdfe-3bf4-928b-fb0d9f9ec816,14869549,1322427,6,6,The Roman Games,1159548,328000,0,2013-05-01 17:30:58.849982+02
14666035,4d6d285f-f7cb-3a83-b4e5-fc8db869be90,14869551,1322427,8,8,Full Circle,1159548,266000,0,2013-05-01 17:30:58.849982+02
14737885,d21757a3-a5a5-35cd-b514-29356c47c36e,8229815,415670,1,1,Ordinary Moment (feat. Fisher),246353,128000,0,2013-05-12 20:29:30.830067+02
14737886,965cd5e3-bf28-3072-a378-baa42f1c9d8c,8229816,415670,2,2,Tabla Mizma (feat. Robert Nickson),246398,219000,0,2013-05-12 20:29:30.830067+02
14737891,1d1c8d46-7ba7-34ad-bd9b-0cddc02f53ad,8229821,415670,7,7,Silent Tears (feat. Michelle Aragon) (Shogs 2 Faces remix),112308,309000,0,2013-05-12 20:29:30.830067+02
14737896,140e8be4-e353-3487-9626-02784c206ab3,8229826,415670,12,12,In 10city,335106,249000,0,2013-05-12 20:29:30.830067+02
14737900,61cf35fa-4c9d-348d-aaeb-a02df3cc42ba,8229830,415670,16,16,Breathe,374915,291000,0,2013-05-12 20:29:30.830067+02
14914580,95792f8c-90a2-4b5a-bd79-01bfa46454e9,4708904,1336399,1,1,Prelude,205712,56000,0,2013-06-05 18:46:24.529824+02
14914581,45581dfc-b02e-411d-95d1-fd54bc41bd36,10681160,1336399,2,2,Free Son,469473,196000,0,2013-06-05 18:46:24.529824+02
14914585,07480ef7-cb0d-4232-a18c-fe064affea0c,14983260,1336399,6,6,Play Car (Version),295188,199000,0,2013-06-05 18:46:24.529824+02
15237415,9dc3f5b8-2f4a-4099-a298-69c08a3eb30c,547853,1361156,3,3,After the Dance (instrumental),962,265533,0,2013-08-16 05:25:39.347826+02
15237418,393a3b30-6f1f-43aa-b9e1-d59850c45a19,547856,1361156,6,6,I Want You (intro jam),962,19760,0,2013-08-16 05:25:39.347826+02
15237422,6e4edf02-1676-4819-873f-cba09868bcae,547860,1361156,10,10,I Want You (intro jam),962,100666,0,2013-08-16 05:25:39.347826+02
15237423,aee4e8a4-1eac-4003-b3f2-11988057084f,547861,1361156,11,11,After the Dance (vocal),962,279533,0,2013-08-16 05:25:39.347826+02
15255146,06e895be-2f07-4188-a2a5-e0b558e6a529,15194508,1362825,3,3,"""Der Herr ist mein Hirt"", SWV 33",1206709,255000,0,2013-08-17 20:20:17.387859+02
15255147,878e157b-56b6-490c-863f-37ec0480e511,15194509,1362825,4,4,"""Jauchzet dem Herrn, alle Welt"", SWV 47",1206709,410000,0,2013-08-17 20:20:17.387859+02
15255149,84241a3c-5731-4bcf-9f10-a5f52c9a4705,15194511,1362825,6,6,"""An den Wassern zu Babel"", SWV 37",1206709,301000,0,2013-08-17 20:20:17.387859+02
15255152,5a3af03e-47a6-4932-a463-015f9c0f01b4,15194514,1362825,9,9,"""Nicht uns, Herr, sondern deinen Namen"", SWV 43",1206709,275000,0,2013-08-17 20:20:17.387859+02
58109,9841a837-aedf-3bff-8e31-4f4132acddf7,72658,991142,1,1,Blues-O-Matic,5489,288000,0,2011-05-16 18:08:20.288158+02
58113,85916df2-2411-3a50-8047-c13b00cd4f38,72662,991142,5,5,Exactly Like You,5489,342000,0,2011-05-16 18:08:20.288158+02
58114,8e607a35-75f4-32b8-92ee-0eb8236e8b42,72663,991142,6,6,Cole Porter Medley: Riding High / You Do Something to Me,5489,321000,0,2011-05-16 18:08:20.288158+02
238448,a2ed62bb-7c5c-3e3d-b0a0-f352b72de36b,280584,1033432,1,1,Black Betty (version courte),11340,156026,0,2011-05-16 18:08:20.288158+02
238449,db201286-d938-39a4-b67a-0e4dc4d3afcf,280585,1033432,2,2,Black Betty,11340,245666,0,2011-05-16 18:08:20.288158+02
271075,b29079f2-0117-3478-86bb-c6a538be75d4,313854,77259,1,1,Walking Wounded (Spring Heel Jack Hard vocal mix),319,365933,0,2011-05-16 18:08:20.288158+02
476227,09be6964-c81e-36f1-81cf-a6c04990e50c,547850,320679,1,1,I Want You (vocal),962,274893,0,2011-05-16 18:08:20.288158+02
476238,7af96257-bc7e-3f44-81ba-b3782028e64d,547850,823517,1,1,I Want You (vocal),962,274893,0,2011-05-16 18:08:20.288158+02
476249,a5e0d1f7-6fd8-3386-9d85-ba94d76e20fb,547850,823526,1,1,I Want You (vocal),962,274893,0,2011-05-16 18:08:20.288158+02
476234,64c2a60a-f755-3f60-a34e-52e87e199b06,547858,320679,8,8,Since I Had You,962,245826,0,2011-05-16 18:08:20.288158+02
476245,41704d1a-6ddb-38fa-84f3-7705992526e6,547858,823517,8,8,Since I Had You,962,245826,0,2011-05-16 18:08:20.288158+02
476256,e15505d8-b151-355b-a731-caa8d03efb75,547858,823526,8,8,Since I Had You,962,245826,0,2011-05-16 18:08:20.288158+02
1340811,bcf5fcdb-4dd2-3b30-88e4-23f3d11b4dd3,1583291,576610,11,11,꿈,112011,273546,0,2011-05-16 18:08:20.288158+02
1340823,26015e33-e1ed-3ef7-aa8b-421fe8c44c8d,1583291,576611,11,11,꿈,112011,273546,0,2011-05-16 18:08:20.288158+02
1420178,bf0eb610-4998-3077-8fa1-d2d204c8b15c,860919,327888,2,2,I Want to Take You Higher,489,341373,0,2011-05-16 18:08:20.288158+02
1420183,db88ce6d-7131-3b03-916a-b528f0486379,860922,327888,7,7,Convicted,64074,74560,0,2011-05-16 18:08:20.288158+02
1420185,ca345918-04c1-309e-bf7b-800299ea8095,1677171,327888,9,9,Smokin' Cheeba Cheeba,66433,318706,0,2011-05-16 18:08:20.288158+02
1420186,4abab8eb-2e53-351f-9a9e-397f5bda9d5d,1677172,327888,10,10,Champagne & Reefer,8436,363426,0,2011-05-16 18:08:20.288158+02
1420187,942454a9-f691-3c4b-aac4-df7452ba6b13,860926,327888,11,11,Legalize It,397,261706,0,2011-05-16 18:08:20.288158+02
1420189,4ee46dd8-6d14-318e-8133-ec15b3ee2685,860932,327888,13,13,And It Stoned Me,14839,344226,0,2011-05-16 18:08:20.288158+02
1420190,243ccf87-ecad-3ecf-a7cd-72b9e2365744,1677176,327888,14,14,Homegrown,42477,148733,0,2011-05-16 18:08:20.288158+02
1420193,fbaa5051-71d1-318b-8b43-51e08d114dbf,1677179,327888,17,17,Too Rolling Stoned,46394,273467,0,2011-05-16 18:08:20.288158+02
1482347,d3eb7c61-e1b4-3f52-b655-a0435e775f4e,1750757,162,8,8,Go Solo,37921,276173,0,2011-05-16 18:08:20.288158+02
1482350,f64a0a87-eb4b-34fb-a45b-1e124bd77b1f,1750760,162,11,11,August Day,37921,187293,0,2011-05-16 18:08:20.288158+02
1482351,20883d46-a178-34a9-96b0-f89b27cca01f,1750761,162,12,12,Open All Night,37921,275840,0,2011-05-16 18:08:20.288158+02
1482352,2ceb962c-54a0-3076-a13d-4ca27a0a32b7,1750762,162,13,13,Possession Obsession,37921,278560,0,2011-05-16 18:08:20.288158+02
1741017,05aadee3-9b3c-343c-b716-0886c11714c4,2069397,221485,2,2,Come Live With Me Angel (unedited),962,457253,0,2011-05-16 18:08:20.288158+02
1741031,76403f9b-b264-3675-a8e3-18ebc769ea5d,2069397,373548,2,2,Come Live With Me Angel (unedited),962,457253,0,2011-05-16 18:08:20.288158+02
1741025,c306eba9-b1dd-39ac-9f7a-ac103d284412,2069405,221485,10,10,I Want You (undubbed Instrumental),962,292266,0,2011-05-16 18:08:20.288158+02
1741039,77e2a884-9780-3ef3-9cdc-820295eba6b0,2069405,373548,10,10,I Want You (undubbed Instrumental),962,292266,0,2011-05-16 18:08:20.288158+02
1826507,1874ac3e-9ab0-3850-b3d8-ca41d147f81b,2175909,1019020,2,2,The Center,58589,227973,0,2011-05-16 18:08:20.288158+02
1826511,01466ca3-5c6b-35cb-a55d-e3d975917387,2175913,1019020,6,6,Blues Attack,58589,134600,0,2011-05-16 18:08:20.288158+02
1826515,6e8ec215-a8c7-388e-9c8e-6162241ffffe,2175917,1019020,10,10,Baby Please Don't Go,58589,194666,0,2011-05-16 18:08:20.288158+02
1826516,9d0520f2-41a1-3177-b85c-50d98a00291a,2175918,1019020,11,11,Pine Grove Blues,58589,144200,0,2011-05-16 18:08:20.288158+02
2288346,3773edd5-05ae-3ab0-b148-6a7d2dbc70e7,2735552,917934,2,2,Out of my Sight,170912,,0,2011-05-16 18:08:20.288158+02
2288347,0cf35e42-f2af-342d-8016-f1f50179dee8,2735553,917934,3,3,Trip You Up,170912,,0,2011-05-16 18:08:20.288158+02
2423592,e3e73538-3354-3ff5-85d5-bd003384ac2c,2899490,1037917,4,4,"Ae, Ao",20422,254200,0,2011-05-16 18:08:20.288158+02
2423593,28e5e3ea-b2ea-3201-8f85-1a6a8a45d8ff,2899491,1037917,5,5,Words And Music,20422,280360,0,2011-05-16 18:08:20.288158+02
2553344,ff7d10a5-b94f-3411-82d6-77aa26055183,11177647,683929,2,2,Qui saura,51778,200573,0,2011-06-18 01:00:12.53345+02
2553349,fd6ea26b-446e-38f8-95a3-eeb333efd468,2908089,683929,7,7,Rien qu'une larme,51778,201706,0,2011-05-16 18:08:20.288158+02
2666083,7c7c846a-61a2-3b9b-bd40-f2dd837cffef,3199561,77870,1,1,Greenman,3214,,0,2011-05-16 18:08:20.288158+02
2666084,8868ce10-c762-3f03-91f8-660e5223d204,3199562,77870,2,2,Rock Me Booa,3214,,0,2011-05-16 18:08:20.288158+02
2666086,adb43a3b-37ee-3f2c-8ffd-fa545fdc5584,3199564,77870,4,4,Herpos Suite,3214,,0,2011-05-16 18:08:20.288158+02
2910075,363fe7cc-5c2a-3efe-ac50-9cc99fc8112e,3501143,934230,1,1,Black Betty '95,11340,193000,0,2011-05-16 18:08:20.288158+02
3438746,1961d4e9-5105-334d-907e-50c6ca924d73,4164534,483428,1,1,Black Betty (version courte),11340,154040,0,2011-05-16 18:08:20.288158+02
3747923,37080be7-6598-3b91-aa80-a45a85e20bc3,4554724,960349,1,1,Pwyll,199457,,0,2011-05-16 18:08:20.288158+02
3747927,e62c2d69-845d-3eee-9f56-ec3304a8ba3d,4554728,960349,5,5,Enwi Pryderi (Naming Pryderi),199457,,0,2011-05-16 18:08:20.288158+02
3747934,7d9457b1-e147-3db3-88d9-8a251ab8d687,4554735,960349,12,12,Cân Pryderi (Pryderi's Song),199457,,0,2011-05-16 18:08:20.288158+02
3747937,6a98b262-06f7-3eb6-9ced-9b0c431cdada,4554738,960349,15,15,Tra Bo Dau (When Two Hearts are True),199457,,0,2011-05-16 18:08:20.288158+02
3747938,529381fe-932e-38e6-b639-44c925a73d96,4554739,960349,16,16,Dial Math (Revenge of Math),199457,,0,2011-05-16 18:08:20.288158+02
3808814,8796b908-bdad-349f-b7ac-cba4ac6d6b3c,4632431,269763,2,2,Awake and Lifeless,212213,237000,0,2011-05-16 18:08:20.288158+02
3808818,c5379451-2c52-3e12-b408-586a2adb6093,4632435,269763,6,6,An Idea and Some Rope,212213,170000,0,2011-05-16 18:08:20.288158+02
3808821,a01c255a-01e4-3682-a40d-1fc8fb093b3f,4632438,269763,9,9,Lost in a Fantasy,212213,209000,0,2011-05-16 18:08:20.288158+02
3879526,f51fa11c-3b90-37fd-b225-c1cedce49d3c,4721873,380756,1,1,Welcome (Intro),78207,132400,0,2011-05-16 18:08:20.288158+02
4282223,aefa23d2-f6e6-3f55-b431-70071ed412de,5271168,98008,1,1,Come on in My Kitchen,203582,242493,0,2011-05-16 18:08:20.288158+02
4282230,0defa142-33fa-3e31-a425-90b7e6a8e45c,5271175,98008,8,8,Help Me Through the Day,325605,366026,0,2011-05-16 18:08:20.288158+02
4282233,91fb4af0-d9f7-3716-9e53-5ad07b504b57,5271178,98008,11,11,Running Shoes,6103,332760,0,2011-05-16 18:08:20.288158+02
4820083,d100d88f-14a9-3d8d-afcd-1b6e79009bc0,5930379,161193,2,2,Det er håbløst at indhente tiden,187812,206466,0,2011-05-16 18:08:20.288158+02
4820084,6bf53f71-f16b-3857-8173-1c5b6223c2ba,5930380,161193,3,3,Skal vi svinge de små pusselanker,187812,158333,0,2011-05-16 18:08:20.288158+02
4820086,e90f8c82-18f2-32d5-952c-09cf3543358b,5930382,161193,5,5,Jeg kommer når du fløjter,187812,183706,0,2011-05-16 18:08:20.288158+02
4820087,b444de58-94fc-3aae-ba74-5aac778eac95,5930383,161193,6,6,"Parlez-moi d'mour, men kys mig først",187812,187826,0,2011-05-16 18:08:20.288158+02
4820089,fc72e2c7-08af-358a-9b64-c1362222e95f,5930385,161193,8,8,Den lille i krogen,187812,186093,0,2011-05-16 18:08:20.288158+02
4820090,b64950de-3e6e-3a44-9b0c-b8afe4001c37,5930386,161193,9,9,Ud at kiggelytte,187812,194106,0,2011-05-16 18:08:20.288158+02
4820092,8d8ee209-9724-3cd6-8e5a-4bc624c3b228,5930388,161193,11,11,Man binder os på mund og hånd,187812,202933,0,2011-05-16 18:08:20.288158+02
4820095,a56eb860-bdaa-3ba9-9280-274c06d02185,5930391,161193,14,14,Jeg ku' bli' no'et så 1-2-3,187812,335533,0,2011-05-16 18:08:20.288158+02
4820096,0485998e-382b-3ff2-855b-36119fb4c151,5930392,161193,15,15,De gratis glæder,187812,184066,0,2011-05-16 18:08:20.288158+02
4820097,0b91ec9f-b2f4-3a85-8ddc-4bf123359eb1,5930393,161193,16,16,I dit korte liv,187812,204560,0,2011-05-16 18:08:20.288158+02
4820098,67096739-eec9-33b6-8e9f-8fd497d06ddd,5930394,161193,17,17,Det er en af de ting jeg har lært,187812,155373,0,2011-05-16 18:08:20.288158+02
4820124,e2c13bac-d5a2-3418-b8e0-62dbd362d640,5930420,161195,4,4,Lige glad over det hele,187812,131333,0,2011-05-16 18:08:20.288158+02
4820125,3a330a92-f55e-3eb0-abe7-e73188d2ae12,5930421,161195,5,5,Min ven pytjamos,187812,153093,0,2011-05-16 18:08:20.288158+02
4820132,794b550e-e87e-37f9-adbf-c6350eea0062,5930428,161195,12,12,"Sig de ord, du ved",187812,222400,0,2011-05-16 18:08:20.288158+02
4820133,8dc755ef-8891-374e-aae5-33e59965eae2,5930429,161195,13,13,Ta' og kys det hele fra mig,187812,183693,0,2011-05-16 18:08:20.288158+02
4820136,e73234da-dd7c-39b0-8d94-cc3ddbbcc02a,5930432,161195,16,16,Gå med I lunden,187812,179000,0,2011-05-16 18:08:20.288158+02
4820138,03fc9436-5f67-3582-9385-d5e8a9f6cc30,5930434,161195,18,18,Der er dejligt i Provinsen,187812,169240,0,2011-05-16 18:08:20.288158+02
4820139,ca34183c-11c7-3810-8e10-bcf4697775d8,5930435,161195,19,19,Farvel - alt hvad i kan få,187812,186666,0,2011-05-16 18:08:20.288158+02
4861014,609f58db-b103-36ac-a2b6-4c83f48ce85b,2233773,166628,1,1,Before the Dawn,79977,260826,0,2011-05-16 18:08:20.288158+02
5109710,e5636052-9537-3ad2-aacd-b3a85bf92787,6257460,221484,1,1,I Want You (vocal),962,276160,0,2011-05-16 18:08:20.288158+02
5109724,98515a3d-db20-34a0-b633-d5de58bfaba0,6257460,373542,1,1,I Want You (vocal),962,276160,0,2011-05-16 18:08:20.288158+02
5109717,399d7b5c-047c-35ff-b1d0-c876ef2adeca,6257467,221484,8,8,Since I Had You,962,245346,0,2011-05-16 18:08:20.288158+02
5109731,7f7a0849-b340-3d2d-a06e-a802535ccd39,6257467,373542,8,8,Since I Had You,962,245346,0,2011-05-16 18:08:20.288158+02
5109722,1ed5b19d-d46b-3c78-832b-f9750da4ac5b,6257472,221484,13,13,I Want You (instrumental),962,279000,0,2011-05-16 18:08:20.288158+02
5109736,23afa87e-b861-340f-926a-f2180593b4bf,6257472,373542,13,13,I Want You (instrumental),962,279000,0,2011-05-16 18:08:20.288158+02
5664780,c0878bac-9a92-3984-98fb-b33a8bd8fe28,6864069,260629,3,3,Back in the Day,1104,211386,0,2011-05-16 18:08:20.288158+02
5664781,a35a734d-ff01-31c9-b136-1af85fdce96b,6864070,260629,4,4,Glorious,15883,279493,0,2011-05-16 18:08:20.288158+02
5664783,0bb1bc66-e43e-35b0-ab0b-4ca4b75e46c9,6864072,260629,6,6,The Good Ones,77158,209973,0,2011-05-16 18:08:20.288158+02
5664784,f06e4a76-f98d-359b-b438-751078313a6b,6864073,260629,7,7,Bitter Glass,1366,278880,0,2011-05-16 18:08:20.288158+02
5664790,05faba6c-9b2b-3b56-904e-c86fef669094,6864079,260629,13,13,Chase Down the Moon,45601,234786,0,2011-05-16 18:08:20.288158+02
5664794,6fdad184-769d-32a7-93c2-8d11711bbfde,6864083,260629,17,17,Life's a Bitch,3527,257560,0,2011-05-16 18:08:20.288158+02
6123735,19e323a5-2ecd-378a-b7a6-768336e6a91b,7358171,313356,4,4,"Symphony No. 13, BVN 319 ""Undertro"": Lidt hurtigere (A Little Faster) -",471912,189560,0,2011-05-16 18:08:20.288158+02
6123739,23eb870a-6ec0-3c58-9de2-d40d05d3c62c,7358175,313356,8,8,"Symphony No. 13, BVN 319 ""Undertro"": Hurtigere (Faster)",471912,227293,0,2011-05-16 18:08:20.288158+02
6123740,b54874da-c801-3e39-8d9f-eaa4b01110ff,7358176,313356,9,9,"Symphony No. 14, BVN 336 ""Morgenen"": I. Indledningsfanfare (Introductory Fanfare)",471912,131680,0,2011-05-16 18:08:20.288158+02
6123744,ac1447d4-6063-394d-a3e5-badaebca464a,7358180,313356,13,13,"Symphony No. 14, BVN 336 ""Morgenen"": V. Radio-Caruso og tvangsenergi (Radio-Caruso and Forced Energy)",471912,355893,0,2011-05-16 18:08:20.288158+02
7134496,8332dcf0-56fb-3dad-9928-d034a761a9d5,8445960,439759,1,1,Half Baked,157129,,0,2011-05-16 18:08:20.288158+02
7319028,eee6b046-9a37-3d05-885e-a8109094fff8,8642239,991774,2,2,Paradoxale,175650,242000,0,2011-05-16 18:08:20.288158+02
7319032,a15ff44a-8ec1-3fd7-ac13-79154c6b0d14,8642243,991774,6,6,Repartir à zéro,175650,199000,0,2011-05-16 18:08:20.288158+02
8378166,83c47ba9-bcc1-3155-b38d-26e286821e67,9788993,586791,2,2,Chinese Whisper,196143,286000,0,2011-05-16 18:08:20.288158+02
8378168,516ce63c-8651-3160-8c81-0afb32315c6c,9788995,586791,4,4,Mother Earth,592846,334000,0,2011-05-16 18:08:20.288158+02
8378177,ff28e131-df4a-3eb4-b233-4dc425dc22f3,9789004,586791,13,13,Yours,118458,292000,0,2011-05-16 18:08:20.288158+02
8802796,73c6c982-22fd-3cbe-b233-b3fecd778f42,10238874,856274,5,5,Draumespor,132349,192546,0,2011-05-16 18:08:20.288158+02
8802799,89c73ad3-5ea7-30a0-8343-72a407ddb5a8,10238877,856274,8,8,Vandraren,132349,203626,0,2011-05-16 18:08:20.288158+02
8877438,d660bc61-2de0-3f36-9c82-64c41e7f8082,10320241,632380,4,4,רוקר חיי,153623,,0,2011-05-16 18:08:20.288158+02
8877439,784bf8d0-24b9-3cc6-82ec-9dfbc1157e46,10320242,632380,5,5,זמן העצב הגדול,153623,,0,2011-05-16 18:08:20.288158+02
8877444,f2c8a121-3982-3598-91c1-ecf94edf4d85,10320247,632380,10,10,כמו שכתוב,153623,,0,2011-05-16 18:08:20.288158+02
8877445,d548f791-b24c-3efd-aa8f-770470814689,10320248,632380,11,11,שרות לירח,153623,,0,2011-05-16 18:08:20.288158+02
8942119,8defdefd-c8b2-3fd5-80a7-a1ada795f3a6,10389428,640088,3,3,Iragarkien Tartea (Zion Train remix),136847,212106,0,2011-05-16 18:08:20.288158+02
8942121,7da3c32f-71be-3cb5-b30f-baebc326fc27,10389430,640088,5,5,Ezin Ihesi Berlin (Around The World) (Rob Smith remix),136847,288506,0,2011-05-16 18:08:20.288158+02
8942124,59901428-ba7b-3c2c-99b7-7b237a9802fd,10389433,640088,8,8,Loturak (Xabi Pery remix),136847,229440,0,2011-05-16 18:08:20.288158+02
8942125,ff14b52e-4bcc-37fc-a017-b1fa53f912da,10389434,640088,9,9,Hau Dena (Zion Train remix),136847,217186,0,2011-05-16 18:08:20.288158+02
9758221,cc2f26dd-1707-3205-af0f-b9151379f839,11262539,851638,1,1,Touch The Sun,55290,348000,0,2011-05-16 18:08:20.288158+02
9758223,1c6d772f-d937-3e63-b8ed-09360dca111b,11262541,851638,3,3,Edge Of Forever,55290,348000,0,2011-05-16 18:08:20.288158+02
9959295,93965a58-9a15-3de2-bbb9-bbdfcddd1f7e,11485605,742104,2,2,Promises (Con4t 2 a Fool),60455,311000,0,2011-05-16 18:08:20.288158+02
9959296,dc201f94-4fab-365d-94d9-51d0cb33c637,11485606,742104,3,3,Burn Like Rome,60455,229000,0,2011-05-16 18:08:20.288158+02
9959303,f28acea9-d2e7-38eb-bf6f-5f77e7bd94fd,11485613,742104,10,10,Cos2 Is a Sinner,60455,275000,0,2011-05-16 18:08:20.288158+02
9959304,7680cf56-b674-3eec-aa1c-5e860a1a9011,11485614,742104,11,11,Bound 2 Be a Drag,60455,308000,0,2011-05-16 18:08:20.288158+02
9959308,3784a6e9-7199-3174-9883-8064170bd444,11485629,742106,4,4,Burn Like Rome,60455,235000,0,2011-05-16 18:08:20.288158+02
10109792,2817dbba-a0ee-3b48-9d4c-45cddae8e064,11653737,755916,1,1,Sac'ki:15,754766,376000,0,2011-05-16 18:08:20.288158+02
10109797,64f7c3ab-7347-3591-acbc-29dd10ac33ac,11653742,755916,6,6,Gone Tomorrow,754747,431000,0,2011-05-16 18:08:20.288158+02
10619221,2af37429-ce30-3ff3-9e28-708649d7ed02,12215183,811003,1,1,Holographic Dystopias,707464,,0,2011-05-16 18:08:20.288158+02
10686841,6a9e3d3b-4a58-3b36-b763-7cfcd642b99a,12290740,820157,5,5,Wiegenlied,761525,139226,0,2011-05-16 18:08:20.288158+02
10686847,72cb9e9f-e261-38d1-8292-6131a103acaf,12290746,820157,11,11,Es ist ein Schnee gefallen,761525,134813,0,2011-05-16 18:08:20.288158+02
10686850,322808a9-bde4-368e-a6a1-deb9e9b9297c,12290749,820157,14,14,Der Winter ist gekommen,761525,136360,0,2011-05-16 18:08:20.288158+02
10686852,239b804a-082a-3100-b090-2e4d2422ac4f,12290751,820157,16,16,Der Bettelvogt,761525,229373,0,2011-05-16 18:08:20.288158+02
10686853,7784c88c-97be-3963-b9a0-89f0b5cd2ef1,12290752,820157,17,17,Das Blutgericht,761525,236013,0,2011-05-16 18:08:20.288158+02
10686856,f402d794-1e81-3e49-8f9b-adbc77be95a5,12290755,820157,20,20,Es ist an der Zeit,761525,305280,0,2011-05-16 18:08:20.288158+02
10686861,7c4cf3ae-0fef-3ccb-bcdd-5188dde33a9d,12290760,820157,25,25,"Tanz rüber, tanz nüber",761525,114520,0,2011-05-16 18:08:20.288158+02
10686862,d5fbe1b4-9ec9-37a6-9092-7ff946a1551f,12290761,820157,26,26,"Bet, Kinder bet",761525,61453,0,2011-05-16 18:08:20.288158+02
6931747,6dc83093-6226-3c55-873a-79bbea43cfa5,8229878,415676,3,3,Feel It (Greatest DJ remix),34480,176000,0,2011-06-14 21:38:59.909605+02
6931751,3b409998-795c-3d07-a2a8-7c780ab20481,8229882,415676,7,7,Rocking (Stoneface & Terminal remix),127468,315000,0,2011-06-14 21:38:59.909605+02
6931753,2f2a3125-4e2e-3241-9e99-9c9e20b981de,8229884,415676,9,9,Love Theme Dusk,818553,333000,0,2011-06-14 21:38:59.909605+02
6931757,d3896f66-c51a-3cb0-af82-bffa77c320b8,8229888,415676,13,13,Explosion,352987,161000,0,2011-06-14 21:38:59.909605+02
6931760,0c6eede0-7cf2-38f9-a252-be6ac349cef0,8229891,415676,16,16,"I Want, I Need, I Love",43671,256000,0,2011-06-14 21:38:59.909605+02
11331711,a2cebad2-56ad-312a-9049-7ade4f47fc8e,12889866,1096486,4,4,Falling Star (Radio Edit),48339,213000,0,2011-11-01 06:54:27.361852+01
11713037,556d2272-5af3-3be7-a269-866aec4cb562,13168477,1127075,10,10,Фрида,529441,260000,0,2012-01-21 00:06:54.291585+01
11713040,e794822a-c37e-3ea7-a8e5-c5040a56579d,13168480,1127075,13,13,Хочу остаться,529441,272000,0,2012-01-21 00:06:54.291585+01
11781389,d6db66d0-c32f-3efc-b728-db7b67a4333f,13209379,1131649,1,1,Βουτιά,219729,,0,2012-02-01 16:16:06.769627+01
11781391,c8f6a85b-ad2d-3a3a-9d7f-d1c39f6440c3,13209381,1131649,3,3,Να πληρώνω,219729,,0,2012-02-01 16:16:06.769627+01
11781392,91cd371a-4ffe-36b1-bbeb-ee97e129b3e3,13209382,1131649,4,4,Κι εσύ αργείς,219729,,0,2012-02-01 16:16:06.769627+01
11781396,c21ad039-58bb-35f5-9a78-395765da069d,13209386,1131649,8,8,Από δω,219729,,0,2012-02-01 16:16:06.769627+01
11781398,ab8a671e-aa7a-3773-91b5-a6c11b167b35,13209388,1131649,10,10,Πιο ψηλά,219729,,0,2012-02-01 16:16:06.769627+01
12141127,c7f079c2-3c20-3120-a920-2b502c34e82b,2322698,909660,1,1,The Right Set (Keep It to Yourself),158469,159853,0,2012-04-06 00:12:28.492982+02
12141129,6c3afd8f-8158-3b5c-8994-5d7278871de9,2322700,909660,3,3,Right Where I Was Told,158469,159373,0,2012-04-06 00:12:28.492982+02
12141133,936b33a5-8715-3e6d-9785-59d9c957bcd9,2322704,909660,7,7,Takin Up Time,158469,178186,0,2012-04-06 00:12:28.492982+02
12739671,62e5e951-0455-3e83-a0ff-cb05192d13cc,9106864,512299,2,B,This Is Soul,100768,163000,0,2012-07-04 08:03:03.394139+02
12744101,68892d56-cf66-30e6-b989-c9247899d615,7865367,370912,2,A2,"Summer Rainbow (Stardub's Stripped Down to the Bone"" edit)""",66574,,0,2012-07-04 20:40:36.538675+02
12744102,5d84bf07-d8c7-3544-99bf-36b1cb1bd9f8,7865368,370912,3,B,Clouds (Steve Bug remix),513168,,0,2012-07-04 20:40:36.538675+02
12861567,72857a3c-4468-3a49-906d-5b793e35182a,13782322,1200892,2,2,Baby Got Back,1154853,263000,0,2013-04-19 20:00:24.079323+02
12861574,d43001ee-6e86-3557-b43b-515e1fd0f1f3,13782329,1200892,9,9,My Hooptie,1154853,287000,0,2013-04-19 20:00:24.079323+02
12861575,8a976636-7d04-341d-b31d-9e926ba6f818,13782330,1200892,10,10,Baby Got Back (Rock mix),1154853,279000,0,2013-04-19 20:00:24.079323+02
