musician,musicianLabel,genderLabel,birthDate,cityLabel,familyNameLabel,givenNameLabel,fatherLabel,motherLabel,partner,numberOfChildren,genreLabel,websiteLabel,residenceLabel,ethnicityLabel,religionLabel,activityStart,twitterNameLabel,geniusNameLabel,recordLabelLabel
http://www.wikidata.org/entity/Q288404,Debra Monk,female,1949-02-27T00:00:00Z,Middletown,Monk,Debra,,,,,,,,,,1982-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q284858,Max von Essen,male,1974-01-11T00:00:00Z,Long Island,von Essen,Max,,,,,,,,,,1997-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q287977,Dick Powell,male,1904-11-14T00:00:00Z,Mountain View,Powell,Dick,,,Joan Blondell,,big band,,,,Christian Science,1930-01-01T00:00:00Z,,,Bell Records
http://www.wikidata.org/entity/Q285444,Madeleine Peyroux,female,1973-01-01T00:00:00Z,Athens,,Madeleine,,,,,jazz,http://www.madeleinepeyroux.com/,,,,,mpeyrouxmusic,,Atlantic Records
http://www.wikidata.org/entity/Q282722,Trent Reznor,male,1965-05-17T00:00:00Z,New Castle,Reznor,Michael,,,Mariqueen Maandig,,synth-pop,http://www.nin.com,Cleveland,,,1982-01-01T00:00:00Z,trent_reznor,,Columbia Records
http://www.wikidata.org/entity/Q288560,George Thorogood,male,1950-02-24T00:00:00Z,Wilmington,Thorogood,George,,,,,blues rock,http://georgethorogood.com,,,,1974-01-01T00:00:00Z,,,Attic
http://www.wikidata.org/entity/Q351061,Ryan Tedder,male,1979-06-26T00:00:00Z,Tulsa,Tedder,Ryan Benjamin,,,,,pop music,http://www.myspace.com/aliastheproducer,,,,1996-01-01T00:00:00Z,RyanTedder,Ryan-tedder,Columbia Records
http://www.wikidata.org/entity/Q352185,Sol Hoʻopiʻi,male,1902-01-01T00:00:00Z,Honolulu,,Sol,,,,,country music,,,,,1920-01-01T00:00:00Z,,,Decca
http://www.wikidata.org/entity/Q352685,Willie Mabon,male,1925-10-24T00:00:00Z,Memphis,Mabon,Willie,,,,,blues,,,African Americans,,1949-01-01T00:00:00Z,,,Chess Records
http://www.wikidata.org/entity/Q347368,Immortal Technique,male,1978-02-19T00:00:00Z,Lima,,Felipe,,,,,hip hop music,http://www.viperrecords.com,,,,2000-01-01T00:00:00Z,ImmortalTech,Immortal-technique,
http://www.wikidata.org/entity/Q349591,Adam Green,male,1981-05-28T00:00:00Z,New York City,Green,Adam,,,,,rock music,http://www.adamgreen.net,,,,1998-01-01T00:00:00Z,AverageCabbage,,Rough Trade Records
http://www.wikidata.org/entity/Q339458,Jeff Barry,male,1938-04-03T00:00:00Z,Brooklyn,Adelberg,Joel,,,Ellie Greenwich,,rock and roll,,,Jewish people,,1958-01-01T00:00:00Z,,,RCA Victor
http://www.wikidata.org/entity/Q352540,Michael Pitt,male,1981-04-10T00:00:00Z,West Orange,Pitt,Michael,,,,,,,,,atheism,1998-01-01T00:00:00Z,,Michael-pitt,
http://www.wikidata.org/entity/Q334670,Ted Nugent,male,1948-12-13T00:00:00Z,Detroit,Nugent,Ted,,,,,hard rock,http://tednugent.com/,,,,1965-01-01T00:00:00Z,TedNugent,,Epic
http://www.wikidata.org/entity/Q347528,Liberace,male,1919-05-16T00:00:00Z,West Allis,Liberace,Valentino,,,Scott Thorson,,classical music,http://liberace.org/,,,,1936-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q336272,George Clinton,male,1941-07-22T00:00:00Z,Kannapolis,Clinton,George,,,,,funk,http://www.georgeclinton.com/,,,,1955-01-01T00:00:00Z,george_clinton,,550 Music
http://www.wikidata.org/entity/Q337089,Peter Frampton,male,1950-04-22T00:00:00Z,Bromley,Frampton,Peter,,,,,rock music,http://www.frampton.com/,,,,1966-01-01T00:00:00Z,peterframpton,Peter-frampton,A&M Records
http://www.wikidata.org/entity/Q336222,Tito Jackson,male,1953-10-15T00:00:00Z,Gary,Jackson,Tito,Joe Jackson,Katherine Jackson,,,rhythm and blues,http://www.titojackson.com/,,African Americans,,1964-01-01T00:00:00Z,,Tito-jackson,Epic
http://www.wikidata.org/entity/Q349101,Jason White,male,1973-11-11T00:00:00Z,North Little Rock,White,Jason,,,,,punk rock,,,,,1989-01-01T00:00:00Z,,,Reprise Records
http://www.wikidata.org/entity/Q335680,Jimmy Fallon,male,1974-09-19T00:00:00Z,Brooklyn,Fallon,Jimmy,,,Nancy Juvonen,,,,,,,,jimmyfallon,,DreamWorks Records
http://www.wikidata.org/entity/Q348571,Ronnie Van Zant,male,1948-01-15T00:00:00Z,Jacksonville,,Ronnie,Lacy Austin,Marion Virginia Van Zant,,,rock music,,,,,1964-01-01T00:00:00Z,,,SPV
http://www.wikidata.org/entity/Q348649,Harry Shum,male,1982-04-28T00:00:00Z,Limón,Cen,Harry,,,Shelby Rabara,,,http://www.harryshumjr.com/,Hollywood Hills,,,,HarryShumJr,Harry-shum-jr,
http://www.wikidata.org/entity/Q346607,Dee Dee Ramone,male,1951-09-18T00:00:00Z,Fort Lee,Ramone,Dee Dee,,,,,punk rock,http://www.deedeeramone.com/,,,,1966-01-01T00:00:00Z,,,Sire
http://www.wikidata.org/entity/Q341461,Carole Fredericks,female,1952-06-05T00:00:00Z,Springfield,Fredericks,Carole,,,,,gospel music,http://www.carolefredericksfoundation.org/,,African Americans,,1973-01-01T00:00:00Z,,Carole-fredericks,
http://www.wikidata.org/entity/Q352164,Warren Smith,male,1933-02-07T00:00:00Z,Humphreys County,Smith,Warren,,,,,country music,,,,,1956-01-01T00:00:00Z,,Warren-smith,Charly Records
http://www.wikidata.org/entity/Q349204,Adam Duritz,male,1964-08-01T00:00:00Z,Baltimore,,Adam,,,,,alternative rock,http://CountingCrows.com,,,,1990-01-01T00:00:00Z,,Adam-duritz,Capitol Records
http://www.wikidata.org/entity/Q352087,Lee Ranaldo,male,1956-02-03T00:00:00Z,New York City,Ranaldo,Lee,,,Leah Singer,,alternative rock,http://www.sonicyouth.com/symu/lee/,,,,1980-01-01T00:00:00Z,,,Matador Records
http://www.wikidata.org/entity/Q344983,Babyface,male,1959-04-10T00:00:00Z,Indianapolis,,Kenneth,,,Tracey Edmonds,,rhythm and blues,http://www.babyfacemusic.com/,,African Americans,,1974-01-01T00:00:00Z,KennyEdmonds,,Epic
http://www.wikidata.org/entity/Q349223,Adam Dutkiewicz,male,1977-04-04T00:00:00Z,Westhampton,Dutkiewicz,Adam,,,,,metalcore,http://www.killswitchengage.com/,,,,1992-01-01T00:00:00Z,,,Roadrunner Records
http://www.wikidata.org/entity/Q348459,George Benson,male,1943-03-22T00:00:00Z,Pittsburgh,Benson,George,,,,,jazz,http://georgebenson.com,,African Americans,Jehovah's Witnesses,1954-01-01T00:00:00Z,gbguitar,,Prestige
http://www.wikidata.org/entity/Q348615,MC Ren,male,1969-06-14T00:00:00Z,Compton,,,,,,,West Coast hip hop,,,African Americans,Sunni Islam,1987-01-01T00:00:00Z,mcrencpt,,Villain Entertainment
http://www.wikidata.org/entity/Q338748,Murs,male,1978-03-16T00:00:00Z,Los Angeles,,,,,,,hip hop music,http://www.mursmusic.com,,African Americans,,1996-01-01T00:00:00Z,MURS,,Warner Bros. Records
http://www.wikidata.org/entity/Q347717,Joe Bonamassa,male,1977-05-08T00:00:00Z,New Hartford,Bonamassa,Joe,,,,,blues,http://www.jbonamassa.com/,,,,1989-01-01T00:00:00Z,JBonamassa,Joe-bonamassa,Epic
http://www.wikidata.org/entity/Q352452,Robb Flynn,male,1967-07-19T00:00:00Z,Oakland,Flynn,Robert,,,,,thrash metal,http://www.machinehead1.com/,,,atheism,1985-01-01T00:00:00Z,TheGeneralMH,,Roadrunner Records
http://www.wikidata.org/entity/Q340051,Norman Treigle,male,1927-03-06T00:00:00Z,New Orleans,,Norman,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q339093,BeBe Winans,male,1962-09-17T00:00:00Z,Detroit,,Bebe,,,,,gospel music,http://www.bebewinans.net/,,African Americans,,1984-01-01T00:00:00Z,,,Motown
http://www.wikidata.org/entity/Q349461,Randy Jackson,male,1961-10-31T00:00:00Z,Gary,Jackson,Steven,Joe Jackson,Katherine Jackson,,,pop music,http://randyjackson.us/,,,,1971-01-01T00:00:00Z,randyjackson8,,Sony Music
http://www.wikidata.org/entity/Q342447,Jeezy,male,1977-09-28T00:00:00Z,Columbia,Jenkins,Jay,,,,,pop-rap,http://www.youngjeezy.com,,African Americans,,1997-01-01T00:00:00Z,YoungJeezy,Jeezy,CTE World
http://www.wikidata.org/entity/Q352930,Jimmy Driftwood,male,1907-06-20T00:00:00Z,Arkansas,,Jimmy,,,,,folk music,,,,,1925-01-01T00:00:00Z,,Jimmy-driftwood,RCA Records
http://www.wikidata.org/entity/Q349799,Ad-Rock,male,1966-10-31T00:00:00Z,Manhattan,Keefe,Adam,Israel Horovitz,,Kathleen Hanna,,hip hop music,http://www.beastieboys.com/,,,,1982-01-01T00:00:00Z,adrock,,Def Jam Recordings
http://www.wikidata.org/entity/Q348061,Adalberto Santiago,male,1937-04-23T00:00:00Z,Ciales,Santiago,Adalberto,,,,,salsa,,,,,1956-01-01T00:00:00Z,,Adalberto-santiago,Fania Records
http://www.wikidata.org/entity/Q346444,Howie Dorough,male,1973-08-22T00:00:00Z,Orlando,Dorough,Howie,,,,,pop music,https://howied.net,,,,1990-01-01T00:00:00Z,howie_d,Howie-dorough,Jive
http://www.wikidata.org/entity/Q350511,Julian Casablancas,male,1978-08-23T00:00:00Z,New York City,Casablancas,Julian,John Casablancas,,,,synth-pop,http://www.juliancasablancas.com,,,,1998-01-01T00:00:00Z,Casablancas_J,,Rough Trade Records
http://www.wikidata.org/entity/Q343304,Gilby Clarke,male,1962-08-17T00:00:00Z,Cleveland,Clarke,,,,,,hard rock,https://www.gilbyclarke.com/,,,,1984-01-01T00:00:00Z,,Gilby-clarke,Geffen Records
http://www.wikidata.org/entity/Q342756,Sterling Knight,male,1989-03-05T00:00:00Z,Houston,Knight,Sterling,,,,,,,Houston,,,2005-01-01T00:00:00Z,SterlingKnight,Sterling-knight,Walt Disney Records
http://www.wikidata.org/entity/Q344784,Adam Yauch,male,1964-08-05T00:00:00Z,New York City,Yauch,Adam,,,,,hip hop music,http://www.beastieboys.com/,,,,1979-01-01T00:00:00Z,,,Def Jam Recordings
http://www.wikidata.org/entity/Q336788,Oscar Isaac,male,1979-03-09T00:00:00Z,Guatemala City,Hernández,Isaac,,,,,,,Miami,,,1998-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q351353,Kenny Hagood,male,1926-04-02T00:00:00Z,Detroit,,Kenny,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q338781,Dave Lambert,male,1917-06-19T00:00:00Z,Boston,Lambert,Dave,,,,,jazz,,,,,1966-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q350581,Colby O'Donis,male,1989-03-14T00:00:00Z,New York City,,Colby,,,,,pop music,http://www.colbyodonis.com/,,,,1999-01-01T00:00:00Z,ColbyODonis,,Interscope Records
http://www.wikidata.org/entity/Q344822,Herb Alpert,male,1935-03-31T00:00:00Z,Los Angeles,Alpert,Herb,,,Lani Hall,,jazz,https://herbalpert.herbalpertpresents.com/,,,,1957-01-01T00:00:00Z,,Herb-alpert,Almo Sounds
http://www.wikidata.org/entity/Q345848,John Primer,male,1945-03-03T00:00:00Z,Camden,Primer,John,,,,,blues,http://www.johnprimerblues.com,,,,,,,Earwig Music Company
http://www.wikidata.org/entity/Q348345,Donald O'Connor,male,1925-08-28T00:00:00Z,Chicago,O'Connor,Dixon,,,Dan Dailey,4,traditional pop music,http://donaldoconnor.org,,,,1937-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q346085,Ed Bruce,male,1939-12-29T00:00:00Z,Keiser,Bruce,Ed,,,,,country music,,,,,1957-01-01T00:00:00Z,,,Sun Records
http://www.wikidata.org/entity/Q350472,Eddie Cantor,male,1892-01-31T00:00:00Z,Manhattan,Cantor,Eddie,,,,5,,http://www.eddiecantor.com,,American Jews,,,,Eddie-cantor,Audio Fidelity
http://www.wikidata.org/entity/Q336640,David Byrne,male,1952-05-14T00:00:00Z,Dumbarton,Byrne,David,,,Adelle Lutz,,new wave,http://www.davidbyrne.com/,,,,1973-01-01T00:00:00Z,DBtodomundo,David-byrne,Nonesuch
http://www.wikidata.org/entity/Q340196,Bobby Rydell,male,1942-04-26T00:00:00Z,Philadelphia,Rydell,Bobby,,,,,pop music,,,,,1958-01-01T00:00:00Z,,,Cameo
http://www.wikidata.org/entity/Q342949,David Moss,male,1949-01-21T00:00:00Z,New York City,Moss,David,,,,,,,,,,,,,Moers Music
http://www.wikidata.org/entity/Q346281,Chuck E. Weiss,male,2000-01-01T00:00:00Z,Denver,Weiss,Chuck,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q335409,Abu Talib,male,1939-02-24T00:00:00Z,Memphis,Talib,,,,,,rhythm and blues,,,African Americans,Islam,1956-01-01T00:00:00Z,,,King
http://www.wikidata.org/entity/Q348954,Adam Carroll,male,1975-01-01T00:00:00Z,Tyler,Carroll,Adam,,,,,country music,,,,,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q342924,Hugh McDonald,male,1950-12-28T00:00:00Z,Philadelphia,McDonald,John,,,,,rock music,http://www.huey-mcdonald.com,,,,1969-01-01T00:00:00Z,,,Mercury Records
http://www.wikidata.org/entity/Q347159,Kevin Moore,male,1967-05-26T00:00:00Z,Long Island,Moore,Kevin,,,,,trip rock,,,,,1985-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q337511,Jordan Knight,male,1970-05-17T00:00:00Z,Worcester,Knight,Jordan,,,,,pop music,http://www.jordanknight.com,,,,1984-01-01T00:00:00Z,,Jordan-knight,Interscope Records
http://www.wikidata.org/entity/Q342723,Gene Autry,male,1907-09-29T00:00:00Z,Grayson County,Autry,Grover,,,Jackie Autry,,country music,http://www.geneautry.com/,,,,1931-01-01T00:00:00Z,,Gene-autry,Challenge
http://www.wikidata.org/entity/Q351290,Patrick Wilson,male,1983-06-18T00:00:00Z,Norfolk,Wilson,Joseph,,,Dagmara Dominczyk,,,,Montclair,,,1995-01-01T00:00:00Z,patrickwilson83,,
http://www.wikidata.org/entity/Q346309,Ada Smith,female,1894-08-14T00:00:00Z,Alderson,Smith,Victoria,,,Peter DuConge,,,,,African Americans,,,,,
http://www.wikidata.org/entity/Q350897,White Dawg,male,2000-01-01T00:00:00Z,Birmingham,,,,,,,hip hop music,http://www.whitedawgonline.com,,,,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q343069,Rivers Cuomo,male,1970-06-13T00:00:00Z,Manhattan,Cuomo,Rivers,,,,2,alternative rock,http://riverscuomo.com/,,,,1985-01-01T00:00:00Z,riverscuomo,Rivers-cuomo,Geffen Records
http://www.wikidata.org/entity/Q346036,Keith Whitley,male,1955-07-01T00:00:00Z,Ashland,Whitley,Keith,,,,,country music,,,,,1970-01-01T00:00:00Z,,Keith-whitley,RCA Records
http://www.wikidata.org/entity/Q349837,Adam Irigoyen,male,1997-08-05T00:00:00Z,Miami,Irigoyen,Adam,,,,,,http://www.adamirigoyen.com/,,,,,adamirigoyen,Adam-irigoyen,
http://www.wikidata.org/entity/Q351869,Sleepy LaBeef,male,1935-07-20T00:00:00Z,Smackover,,,,,,,country music,,,,,1957-01-01T00:00:00Z,,,Charly Records
http://www.wikidata.org/entity/Q345431,John Mellencamp,male,1951-10-07T00:00:00Z,Seymour,Mellencamp,John,,,,,pop rock,http://www.mellencamp.com/,,,,1976-01-01T00:00:00Z,johnmellencamp,John-mellencamp,Columbia Records
http://www.wikidata.org/entity/Q337844,Five for Fighting,male,1965-01-07T00:00:00Z,Los Angeles,,John,,,,,rock music,http://www.fiveforfighting.com/,,,,1997-01-01T00:00:00Z,,,Sony Music
http://www.wikidata.org/entity/Q336841,George Chakiris,male,1934-09-16T00:00:00Z,Norwood,,George,,,,,,http://georgechakiris.com/,,,,1947-01-01T00:00:00Z,,George-chakiris,
http://www.wikidata.org/entity/Q352246,B-Real,male,1970-06-02T00:00:00Z,South Gate,,,,,,,hip hop music,http://www.breal.tv/,,,,1988-01-01T00:00:00Z,b_real,,Columbia Records
http://www.wikidata.org/entity/Q349357,Woody Herman,male,1913-05-16T00:00:00Z,Milwaukee,Herman,Woody,,,,,jazz,http://www.woodyherman.com/,,,,,,,Decca
http://www.wikidata.org/entity/Q339864,Courtney Henggeler,female,1981-01-17T00:00:00Z,Phillipsburg,Henggeler,Courtney,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q342774,Frankie Laine,male,1913-03-30T00:00:00Z,Chicago,LoVecchio,Francesco Paolo,,,Nan Grey,,pop music,http://www.frankielaine.com,,,,1932-01-01T00:00:00Z,,,Mercury Records
http://www.wikidata.org/entity/Q338302,Gale Robbins,female,1921-05-07T00:00:00Z,Indiana,Robbins,Gale,,,,,jazz,,,,,1944-01-01T00:00:00Z,,,Era Records
http://www.wikidata.org/entity/Q346565,Bill Withers,male,1938-07-04T00:00:00Z,Slab Fork,Withers,Harrison,,,Denise Nicholas,,pop music,http://www.billwithersmusic.com,,African Americans,,1963-01-01T00:00:00Z,,Bill-withers,Sussex Records
http://www.wikidata.org/entity/Q349434,Jermaine Dupri,male,1972-09-23T00:00:00Z,Asheville,,Jermaine,,,,,hip hop music,http://www.jermainedupri.com,,African Americans,,1984-01-01T00:00:00Z,Mr_Dupri,Jermaine-dupri,So So Def Recordings
http://www.wikidata.org/entity/Q347039,Gid Tanner,male,1885-06-06T00:00:00Z,Georgia,Tanner,,,,,,old-time music,,,,,1920-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q349420,Fabolous,male,1977-11-18T00:00:00Z,Brooklyn,Jackson,,,,,,hip hop music,http://www.myfabolouslife.com,,African Americans,,1998-01-01T00:00:00Z,myfabolouslife,Fabolous,Desert Storm Records
http://www.wikidata.org/entity/Q346506,Washington Phillips,male,1880-01-11T00:00:00Z,Texas,Phillips,Washington,,,,,,,,African Americans,,,,,Columbia Records
http://www.wikidata.org/entity/Q352473,Dave Navarro,male,1967-06-07T00:00:00Z,Santa Monica,Navarro,Dave,,,Andrea Tantaros,,alternative rock,http://www.6767.com,,,,1986-01-01T00:00:00Z,davenavarro6767,,Capitol Records
http://www.wikidata.org/entity/Q346411,Michael Landon,male,1936-10-31T00:00:00Z,Forest Hills,Landon,Michael,,,,,Western,,,,,1956-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q340019,Ace Hood,male,1988-05-11T00:00:00Z,Port St. Lucie,Hood,Antoine,,,,,hip hop music,http://acehood-online.com/,,African Americans,,2006-01-01T00:00:00Z,ACEHOOD,Ace-hood,We the Best Music Group
http://www.wikidata.org/entity/Q348986,Davis Cleveland,male,2002-02-05T00:00:00Z,Houston,Cleveland,Davis,,,,,rhythm and blues,,,,,2007-01-01T00:00:00Z,DavisCleveland,,
http://www.wikidata.org/entity/Q347128,Clay Aiken,male,1978-11-30T00:00:00Z,Raleigh,Aiken,Clay,Vernon Grissom,Faye Grissom,Jaymes Foster,,pop rock,http://www.clayaiken.com,,,Christianity,2003-01-01T00:00:00Z,,Clay-aiken,Decca
http://www.wikidata.org/entity/Q351176,Ron Keel,male,1961-03-25T00:00:00Z,Savannah,Keel,Ron,,,,,heavy metal,http://www.ronkeel.com/,,,,1980-01-01T00:00:00Z,,,Gold Mountain Records
http://www.wikidata.org/entity/Q350640,Walter Pidgeon,male,1897-09-23T00:00:00Z,Saint John,Pidgeon,Walter,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q334288,Jello Biafra,male,1958-06-17T00:00:00Z,Boulder,,,,,,,punk rock,,San Francisco,,atheism,1976-01-01T00:00:00Z,jello_biafra,,Alternative Tentacles
http://www.wikidata.org/entity/Q339440,Gary U.S. Bonds,male,1939-06-06T00:00:00Z,Jacksonville,,Gary,,,,,rock music,,,African Americans,,1956-01-01T00:00:00Z,,,EMI America
http://www.wikidata.org/entity/Q337578,Jordan Galland,male,1980-01-02T00:00:00Z,Farmington,Galland,Jordan,,,,,indie rock,http://www.Dopoyume.com,,,,2001-01-01T00:00:00Z,jordangalland,,Allido Records
http://www.wikidata.org/entity/Q342778,Pat Boone,male,1934-06-01T00:00:00Z,Jacksonville,Boone,Pat,,,,,rhythm and blues,http://www.patboone.com/,,,,1954-01-01T00:00:00Z,,Pat-boone,Republic Records
http://www.wikidata.org/entity/Q381777,Andrew Wood,male,1966-01-08T00:00:00Z,Columbus,Wood,Andy,,,,,grunge,,,,,1980-01-01T00:00:00Z,,,C/Z Records
http://www.wikidata.org/entity/Q380634,Pras,male,1972-10-19T00:00:00Z,Haiti,Michel,,,,,,soul music,,,,,1989-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q381883,Aesop Rock,male,1976-06-05T00:00:00Z,New York City,Rock,,,,,,underground hip hop,http://aesoprock.com/,,,,1996-01-01T00:00:00Z,AesopRockWins,Aesop-rock,Definitive Jux
http://www.wikidata.org/entity/Q432715,Gladys Alberta Bentley,female,1907-08-12T00:00:00Z,Philadelphia,Bentley,Gladys,,,,,blues,,,African Americans,,,,,
http://www.wikidata.org/entity/Q433247,Evonne Hsu,female,1979-12-05T00:00:00Z,Longview,Xu,,,,,,pop music,,,,,2002-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q401777,Mary Costa,female,1930-04-05T00:00:00Z,Knoxville,Costa,Mary,,,Frank Tashlin,,,,,,,1952-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q430905,Tim McIlrath,male,1978-11-03T00:00:00Z,Indianapolis,McIlrath,Timothy James,,,,,punk rock,,,,,1995-01-01T00:00:00Z,,,Fat Wreck Chords
http://www.wikidata.org/entity/Q434682,Deniece Williams,female,1950-06-03T00:00:00Z,Gary,Williams,,,,,,rhythm and blues,https://www.deniecewilliams.com,,African Americans,,1968-01-01T00:00:00Z,niecydw,Deniece-williams,Columbia Records
http://www.wikidata.org/entity/Q381022,Ray Parker Jr.,male,1954-05-01T00:00:00Z,Detroit,Parker,Ray,,,,,rhythm and blues,http://www.rayparkerjr.com,,African Americans,,1963-01-01T00:00:00Z,,Ray-parker,Arista
http://www.wikidata.org/entity/Q386053,Donny Osmond,male,1957-12-09T00:00:00Z,Ogden,Osmond,Donny,,Olive Osmond,,,rhythm and blues,https://donny.com,,,,1963-01-01T00:00:00Z,donnyosmond,Donny-osmond,Decca
http://www.wikidata.org/entity/Q426928,Dean Roland,male,1972-10-10T00:00:00Z,Stockbridge,Roland,Dean,,,,,alternative rock,,,,,1993-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q382266,Ruben Studdard,male,1978-07-14T00:00:00Z,Frankfurt,Studdard,Ruben,,,,,pop music,http://www.rubenstuddard.com/,,African Americans,,2003-01-01T00:00:00Z,,Ruben-studdard,19 Recordings
http://www.wikidata.org/entity/Q405221,Mark Slaughter,male,1964-07-04T00:00:00Z,Las Vegas,Slaughter,Mark,,,,,hard rock,,,,,1979-01-01T00:00:00Z,,Mark-slaughter,
http://www.wikidata.org/entity/Q429777,Melissa Joan Hart,female,1976-04-18T00:00:00Z,Smithtown,Hart,Melissa,,,Mark Wilkerson,3,,,Westport,,Presbyterianism,1985-01-01T00:00:00Z,MelissaJoanHart,Melissa-joan-hart,
http://www.wikidata.org/entity/Q434016,Amii Stewart,female,1956-01-29T00:00:00Z,"Washington\, D.C.",Stewart,Amy,,,,,soul music,http://web.tiscalinet.it/amiistewart/home.htm,,,,1978-01-01T00:00:00Z,,,Ariola
http://www.wikidata.org/entity/Q434445,Rose Murphy,female,1913-04-28T00:00:00Z,Xenia,Murphy,Rose,,,,,jazz,,,,,,,,RCA Victor
http://www.wikidata.org/entity/Q433606,Allie DiMeco,female,1992-06-12T00:00:00Z,Waterbury,,Allie,,,,,,,,,,2005-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q428967,Pamela Courson,female,1946-12-22T00:00:00Z,Weed,Courson,Pamela,,,Jim Morrison,,,,,,,,,,
http://www.wikidata.org/entity/Q434129,Lola Albright,female,1925-07-20T00:00:00Z,Akron,Albright,Lola,,,Jack Carson,,,,,,,1947-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q401182,Ahmed Best,male,1973-08-19T00:00:00Z,New York City,Best,Ahmed,,,,,,http://www.ahmedbest.com/,,African Americans,,1989-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q428883,JoJo Billingsley,female,1952-05-28T00:00:00Z,Memphis,Billingsley,JoJo,,,,,rock music,,,,,,,,
http://www.wikidata.org/entity/Q432689,Imani Coppola,female,1978-04-06T00:00:00Z,New York City,Coppola,Francesca,,,,,pop music,http://www.imanicoppola.com/,,African Americans,,1997-01-01T00:00:00Z,imanicoppola,Imani-coppola,Columbia Records
http://www.wikidata.org/entity/Q433229,Kimberly Caldwell,female,1982-02-25T00:00:00Z,Katy,Caldwell,Kimberly,,,,,pop rock,http://www.kimberly-caldwell.com/,,,,2003-01-01T00:00:00Z,,Kimberly-caldwell,Vanguard Records
http://www.wikidata.org/entity/Q401963,Ahmet Zappa,male,1974-05-15T00:00:00Z,Los Angeles,Zappa,Ahmet,Frank Zappa,Gail Zappa,Selma Blair,,,,,,,,ahmetzappa,,
http://www.wikidata.org/entity/Q393048,Mariusz Kwiecień,male,1972-11-04T00:00:00Z,Kraków,Kwiecień,Mariusz,,,,,opera,http://www.mariuszkwiecien.com/,,,,1993-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q380904,Steve Schirripa,male,1958-08-01T00:00:00Z,Brooklyn,,Steve,,,,,,http://steveschirripa.com/,,,,,StevenSchirripa,,
http://www.wikidata.org/entity/Q431506,Stacey Kent,female,1968-03-27T00:00:00Z,South Orange,Kent,Stacey,,,Jim Tomlinson,,jazz,http://www.staceykent.com/,,,,1996-01-01T00:00:00Z,stacey_kent,,EMI
http://www.wikidata.org/entity/Q388785,Flavor Flav,male,1959-03-16T00:00:00Z,Long Island,,Jonathan,,,,,hip hop music,,,African Americans,,1982-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q429348,Jimmie Davis,male,1899-09-11T00:00:00Z,Quitman,Davis,Houston,,,,,country music,,,,Baptists,,,,Decca
http://www.wikidata.org/entity/Q419466,Akiva Schaffer,male,1977-12-01T00:00:00Z,Berkeley,Schaffer,Akiva,,,Liz Cackowski,,,,,,,,,,
http://www.wikidata.org/entity/Q434500,Lainie Kazan,female,1942-05-15T00:00:00Z,Brooklyn,Kazan,Lainie,,,,,,http://www.lainiekazan.com,,,,1948-01-01T00:00:00Z,,,MGM Records
http://www.wikidata.org/entity/Q427993,Deborah Allen,female,1953-09-30T00:00:00Z,Memphis,Allen,Deborah,,,,,country music,http://www.deborahallen.com,,,,1979-01-01T00:00:00Z,,,Capitol Records
http://www.wikidata.org/entity/Q380180,Jake Thomas,male,1990-01-30T00:00:00Z,Knoxville,Thomas,Jake,,,,,,http://www.jakethomas.com,,,,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q430216,Rigo Tovar,male,1946-03-29T00:00:00Z,Heroica Matamoros,Tovar,,,,,,Music of Mexico,,,,,1995-01-01T00:00:00Z,,,Ariola
http://www.wikidata.org/entity/Q389779,Felix Pappalardi,male,1939-12-30T00:00:00Z,The Bronx,Pappalardi,Felix,,,Gail Collins Pappalardi,,hard rock,,,,,1983-01-01T00:00:00Z,,,A&M Records
http://www.wikidata.org/entity/Q383926,Pink Anderson,male,1900-02-12T00:00:00Z,Laurens,Anderson,,,,,,blues,,,African Americans,,1930-01-01T00:00:00Z,,Pink-anderson,Columbia Records
