musician,musicianLabel,genderLabel,cityLabel,fatherLabel,motherLabel,partner,genreLabel,ethnicityLabel,religionLabel,activityStart,twitterNameLabel,geniusNameLabel,recordLabelLabel
http://www.wikidata.org/entity/Q366578,Sully Erna,male,Lawrence,,,,rock music,,,1986-01-01T00:00:00Z,SullyErna,Sully-erna,Universal Records
http://www.wikidata.org/entity/Q367634,Big Sean,male,Santa Monica,,,,hip hop music,African Americans,,2007-01-01T00:00:00Z,BigSean,,Def Jam Recordings
http://www.wikidata.org/entity/Q371544,Shwayze,male,Malibu,,,,hip hop music,African Americans,,2005-01-01T00:00:00Z,shwayze,,Suretone Records
http://www.wikidata.org/entity/Q369898,Billy Gibbons,male,Houston,,,,electric blues,,,1967-01-01T00:00:00Z,,,Warner Bros. Records
http://www.wikidata.org/entity/Q370155,David Johansen,male,Staten Island,,,Cyrinda Foxe,rock music,,,1968-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q362056,Rocky Gray,male,Jacksonville,,,,alternative metal,,,1991-01-01T00:00:00Z,ROCKYGRAY,,
http://www.wikidata.org/entity/Q365403,Adolph Hofner,male,Moulton,,,,country music,,,1932-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q371932,Shawn Elliott,male,Santurce,,,Donna Murphy,,,,,,,London Records
http://www.wikidata.org/entity/Q371348,Thom Bell,male,Kingston,,,,rhythm and blues,,,1959-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q366358,Jimmie Rodgers,male,Meridian,,,,country music,,,1927-01-01T00:00:00Z,,,Bluebird
http://www.wikidata.org/entity/Q375040,Matt Heafy,male,Orlando,,,,heavy metal,,,1998-01-01T00:00:00Z,,,Roadrunner Records
http://www.wikidata.org/entity/Q369099,Kevin DuBrow,male,Hollywood,,,,rock music,,,1973-01-01T00:00:00Z,,Kevin-dubrow,
http://www.wikidata.org/entity/Q363236,Scott Weiland,male,Santa Cruz,,,,grunge,,,1986-01-01T00:00:00Z,thescottweiland,Scott-weiland,Atlantic Records
http://www.wikidata.org/entity/Q361881,Iron & Wine,male,Columbia,,,,contemporary folk music,,,2002-01-01T00:00:00Z,IronAndWine,Iron-and-wine,4AD
http://www.wikidata.org/entity/Q375419,Corey Feldman,male,Los Angeles,Bob Feldman,,Vanessa Marcil,,,,1979-01-01T00:00:00Z,Corey_Feldman,,
http://www.wikidata.org/entity/Q367653,Gregory Hines,male,New York City,,,,,African Americans,,1968-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q370715,George Younce,male,Caldwell County,,,,,,,1946-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q364131,Bob Seger,male,Detroit,,,Annette Sinclair,rock music,,,1961-01-01T00:00:00Z,BobSeger,,Cameo-Parkway Records
http://www.wikidata.org/entity/Q361257,Shel Silverstein,male,Chicago,,,,children's literature,,,,,Shel-silverstein,Elektra
http://www.wikidata.org/entity/Q364875,Todd Rundgren,male,Upper Darby Township,,,,protopunk,,,1966-01-01T00:00:00Z,toddrundgren,Todd-rundgren,Bearsville Records
http://www.wikidata.org/entity/Q363708,Eddie Fisher,male,Philadelphia,Joseph Tisch,Katherine Tisch,Elizabeth Taylor,pop music,,,1948-01-01T00:00:00Z,,Eddie-fisher,Dot Records
http://www.wikidata.org/entity/Q370839,Jaguar Wright,female,Philadelphia,,,,soul music,,,,,Jaguar-wright,MCA Inc.
http://www.wikidata.org/entity/Q362353,Vincent Gallo,male,Buffalo,,,,,,,1985-01-01T00:00:00Z,,Vincent-gallo,Warp
http://www.wikidata.org/entity/Q366584,George Strait,male,Poteet,,,,country music,,,1974-01-01T00:00:00Z,GeorgeStrait,,MCA Inc.
http://www.wikidata.org/entity/Q366044,Dee Snider,male,Astoria,,,,heavy metal,,,1974-01-01T00:00:00Z,deesnider,Dee-snider,
http://www.wikidata.org/entity/Q368166,Corky Hale,female,Freeport,,,Mike Stoller,jazz,,,,,,
http://www.wikidata.org/entity/Q362422,Vince Neil,male,Hollywood,,,Heidi Mark,glam metal,,,1981-01-01T00:00:00Z,thevinceneil,,Warner Bros. Records
http://www.wikidata.org/entity/Q372757,Todd Morse,male,New York City,,,,,,,,,,
http://www.wikidata.org/entity/Q362332,David Cross,male,Atlanta,,,Amber Tamblyn,,American Jews,atheism,,,David-cross,Sub Pop
http://www.wikidata.org/entity/Q371403,Kyle Gass,male,Walnut Creek,,,,comedy rock,Germans,atheism,1988-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q364526,Bizarre,male,Detroit,,,,hip hop music,,,1995-01-01T00:00:00Z,bizarresworld,Bizarre,Average Joes Entertainment
http://www.wikidata.org/entity/Q363744,Kurious,male,East Harlem,,,,hip hop music,,,1991-01-01T00:00:00Z,OfficialKURIOUS,Kurious,Amalgam Digital
http://www.wikidata.org/entity/Q362886,David Hodges,male,Little Rock,,,,rock music,,,1999-01-01T00:00:00Z,hodgesmusic,,
http://www.wikidata.org/entity/Q369916,Charlemagne Palestine,male,Brooklyn,,,,minimal music,,,,,,
http://www.wikidata.org/entity/Q361649,Plies,male,Fort Myers,,,,hip hop music,African Americans,,2001-01-01T00:00:00Z,Plies,Plies,Slip-n-Slide Records
http://www.wikidata.org/entity/Q372838,Clarence Nash,male,Watonga,,,,,,,1934-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q367410,Ernest Ashworth,male,Huntsville,,,,country music,,,1960-01-01T00:00:00Z,,,Hickory Records
http://www.wikidata.org/entity/Q362805,Jimmy Harrison,male,Louisville,,,,jazz,,,,,,
http://www.wikidata.org/entity/Q366207,The Big Bopper,male,Port Arthur,,,,rock and roll,,,1954-01-01T00:00:00Z,,The-big-bopper,Mercury Records
http://www.wikidata.org/entity/Q371508,Sippie Wallace,female,Houston,,,,blues,African Americans,,,,Sippie-wallace,OKeh
http://www.wikidata.org/entity/Q371716,Gary Crosby,male,Los Angeles,Bing Crosby,Dixie Lee,,,,,,,,
http://www.wikidata.org/entity/Q368613,Landon Pigg,male,Nashville,,,,pop music,,,,,,RCA Records
http://www.wikidata.org/entity/Q214959,Harry Belafonte,male,Harlem,,,,calypso music,,,1949-01-01T00:00:00Z,harrybelafonte,Harry-belafonte,Jubilee Records
http://www.wikidata.org/entity/Q228787,Jada Pinkett Smith,female,Baltimore,,Adrienne Pinkett,Will Smith,rock music,African Americans,,1990-01-01T00:00:00Z,jadapsmith,,
http://www.wikidata.org/entity/Q219521,Walter Brennan,male,Lynn,,,,Western,,,,,,Dot Records
http://www.wikidata.org/entity/Q228692,Rosario Dawson,female,New York City,,,,,,,1995-01-01T00:00:00Z,rosariodawson,,
http://www.wikidata.org/entity/Q209662,Lucille Ball,female,Jamestown,,,Desi Arnaz,,,,1932-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q215855,Jeff Buckley,male,Anaheim,Tim Buckley,,Joan Wasser,alternative rock,,Lapsed Catholic,1990-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q228968,Fiona Apple,female,Upper West Side,Brandon Maggart,,,baroque pop,,,1994-01-01T00:00:00Z,fionaapple,Fiona-apple,Epic
http://www.wikidata.org/entity/Q221535,Eddie Vedder,male,Chicago,,,Jill Vedder,alternative rock,,atheism,1979-01-01T00:00:00Z,,Eddie-vedder,Republic Records
http://www.wikidata.org/entity/Q223110,John C. Reilly,male,Chicago,,,,,,,1989-01-01T00:00:00Z,,John-c-reilly,
http://www.wikidata.org/entity/Q220707,Muddy Waters,male,Rolling Fork,,,,blues,African Americans,,1941-01-01T00:00:00Z,,Muddy-waters,Testament Records
http://www.wikidata.org/entity/Q215072,John Goodman,male,St. Louis,,,,,White American,,1975-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q214548,Andy Williams,male,Wall Lake,,,,jazz,,,1938-01-01T00:00:00Z,,,Cadence
http://www.wikidata.org/entity/Q213983,Friedrich Schorr,male,Oradea,,,,,,,,,,
http://www.wikidata.org/entity/Q215785,Ruth Rosenfeld,female,Frankfurt,,,,,,,,,,
http://www.wikidata.org/entity/Q218211,Zoe Lister-Jones,female,Brooklyn,Bill Jones,Ardele Lister,Daryl Wein,,,Judaism,2004-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q228645,Ashley Judd,female,Granada Hills,,Naomi Judd,Dario Franchitti,pop music,,,1991-01-01T00:00:00Z,AshleyJudd,,
http://www.wikidata.org/entity/Q211040,Rose McGowan,non-binary,Certaldo,,,Robert Rodriguez,,,,1992-01-01T00:00:00Z,rosemcgowan,Rose-mcgowan,
http://www.wikidata.org/entity/Q229018,Jewel,female,Payson,,,Ty Murray,pop music,,,1994-01-01T00:00:00Z,jeweljk,,Big Machine Records
http://www.wikidata.org/entity/Q208881,Bo Diddley,male,McComb,,,,rock and roll,African Americans,,1943-01-01T00:00:00Z,,,Checker
http://www.wikidata.org/entity/Q228918,Gloria Gaynor,female,Newark,,,,house music,African Americans,,1965-01-01T00:00:00Z,gloriagaynor,,Metro-Goldwyn-Mayer
http://www.wikidata.org/entity/Q220066,Dodie Stevens,female,Chicago,,,,pop music,,,1954-01-01T00:00:00Z,,,Dolton Records
http://www.wikidata.org/entity/Q221546,Jason Newsted,male,Battle Creek,,,,thrash metal,,,1982-01-01T00:00:00Z,JasonCNewsted,,Elektra
http://www.wikidata.org/entity/Q229139,Peggy Lee,female,Jamestown,,,Dewey Martin,jazz,,Lutheranism,1941-01-01T00:00:00Z,,,Decca
http://www.wikidata.org/entity/Q212762,Burt Bacharach,male,Kansas City,,,Carole Bayer Sager,pop music,,,1950-01-01T00:00:00Z,,Burt-bacharach,Columbia Records
http://www.wikidata.org/entity/Q217787,Carole King,female,Brooklyn,,,Gerry Goffin,soul music,Jewish people,Judaism,1958-01-01T00:00:00Z,carole_King,,Epic
http://www.wikidata.org/entity/Q210428,Elliott Smith,male,Omaha,,,,indie folk,,,1991-01-01T00:00:00Z,,Elliott-smith,Virgin Records
http://www.wikidata.org/entity/Q215219,JoJo,female,Brattleboro,,,,pop music,,,1998-01-01T00:00:00Z,iamjojo,Jojo,Universal Music Group
http://www.wikidata.org/entity/Q228852,Jane Lynch,female,Dolton,,,,,,atheism,1988-01-01T00:00:00Z,janemarielynch,,
http://www.wikidata.org/entity/Q210006,Harry Prime,male,Philadelphia,,,,big band,,,,,,
http://www.wikidata.org/entity/Q208871,Ike Turner,male,Clarksdale,,,Tina Turner,rhythm and blues,African Americans,,1951-01-01T00:00:00Z,,,Chess Records
http://www.wikidata.org/entity/Q222071,Courtney Love,female,San Francisco,,Linda Carroll,Kurt Cobain,grunge,,,1983-01-01T00:00:00Z,Courtney,Courtney-love,Sympathy for the Record Industry
http://www.wikidata.org/entity/Q218494,Zola Taylor,female,Los Angeles,,,,rock and roll,African Americans,,1951-01-01T00:00:00Z,,,Mercury Records
http://www.wikidata.org/entity/Q227129,Zoë Kravitz,female,Los Angeles,Lenny Kravitz,Lisa Bonet,Karl Glusman,rock music,Ashkenazi Jews,,2007-01-01T00:00:00Z,,Zoe-kravitz,
http://www.wikidata.org/entity/Q214831,David Archuleta,male,Miami,,,,pop music,,The Church of Jesus Christ of Latter-day Saints,2003-01-01T00:00:00Z,DavidArchie,David-archuleta,19 Recordings
http://www.wikidata.org/entity/Q223769,DMX,male,Mount Vernon,,,,hip hop music,African Americans,,1991-01-01T00:00:00Z,dmx,Dmx,Hypnotic Records
http://www.wikidata.org/entity/Q228909,Mary J. Blige,female,New York City,,,,contemporary R&B,African Americans,,1989-01-01T00:00:00Z,maryjblige,Mary-j-blige,Uptown Records
http://www.wikidata.org/entity/Q215300,Jordin Sparks,female,Phoenix,Phillippi Sparks,Jodi Sparks,Jason Derulo,contemporary R&B,African Americans,Evangelicalism,2006-01-01T00:00:00Z,JordinSparks,,19 Recordings
http://www.wikidata.org/entity/Q217160,Kenny Rogers,male,Houston,,,Marianne Gordon,estrada,,,1958-01-01T00:00:00Z,_KennyRogers,,Giant Records
http://www.wikidata.org/entity/Q219631,Adam Levine,male,Los Angeles,,,Behati Prinsloo,soul music,,,1994-01-01T00:00:00Z,adamlevine,,J Records
http://www.wikidata.org/entity/Q213425,Danny Kaye,male,Brooklyn,,,Sylvia Fine,,American Jews,,1933-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q214599,Ernö Verebes,male,New York City,,,Hedi Schoop,,,,,,,
http://www.wikidata.org/entity/Q212957,Celeste Holm,female,New York City,,,Wesley Addy,,,,1937-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q225855,Afroman,male,Palmdale,,,,hip hop music,African Americans,,1988-01-01T00:00:00Z,hungryhustler,Afroman,Universal Motown Records
http://www.wikidata.org/entity/Q209471,Telly Savalas,male,Garden City,,,,Western,,,1959-01-01T00:00:00Z,,Telly-savalas,
http://www.wikidata.org/entity/Q214227,T.I.,male,Atlanta,,,Tameka Cottle Harris,hip hop music,African Americans,,1999-01-01T00:00:00Z,tip,,Columbia Records
http://www.wikidata.org/entity/Q218031,Terry Bozzio,male,San Francisco,,,,new wave,,,,,,
http://www.wikidata.org/entity/Q215359,Dean Martin,male,Steubenville,,,Jeanne Martin,big band,,Lapsed Catholic,1940-01-01T00:00:00Z,,Dean-martin,EMI
http://www.wikidata.org/entity/Q228733,Lea Michele,female,The Bronx,,,,pop music,,,,LeaMichele,Lea-michele,Columbia Records
http://www.wikidata.org/entity/Q220472,Zora Young,female,West Point,,,,blues,,,,,,Delmark Records
http://www.wikidata.org/entity/Q222818,Eartha Kitt,female,North,,,,vocal jazz,African Americans,,1943-01-01T00:00:00Z,,Eartha-kitt,RCA Records
http://www.wikidata.org/entity/Q228598,Emma Roberts,female,Rhinebeck,Eric Roberts,,Garrett Hedlund,pop music,,,2001-01-01T00:00:00Z,RobertsEmma,,Columbia Records
http://www.wikidata.org/entity/Q221468,Mike Portnoy,male,Long Beach,Howard Portnoy,,,progressive metal,,,1984-01-01T00:00:00Z,MikePortnoy,,Roadrunner Records
http://www.wikidata.org/entity/Q215331,Roman Cycowski,male,Łódź,,,,,,,,,,
http://www.wikidata.org/entity/Q216288,Garth Brooks,male,Tulsa,,,Trisha Yearwood,country rock,,,1984-01-01T00:00:00Z,garthbrooks,Garth-brooks,Liberty
http://www.wikidata.org/entity/Q219638,Josh Klinghoffer,male,Los Angeles,,,,alternative rock,,,1999-01-01T00:00:00Z,,Josh-klinghoffer,
http://www.wikidata.org/entity/Q221155,T-Pain,male,Tallahassee,,,,rhythm and blues,African Americans,Islam,2004-01-01T00:00:00Z,tpain,T-pain,Konvict Muzik
http://www.wikidata.org/entity/Q215215,John Mayer,male,Bridgeport,,,,country rock,White American,,1998-01-01T00:00:00Z,johncmayer,John-mayer,Arista
http://www.wikidata.org/entity/Q217033,Jane Russell,female,Bemidji,,,Bob Waterfield,,,Christianity,1943-01-01T00:00:00Z,,Jane-russell,
http://www.wikidata.org/entity/Q228792,Dianna Agron,female,Savannah,,,Winston Marshall,pop music,,,2006-01-01T00:00:00Z,DiannaAgron,Dianna-agron,
http://www.wikidata.org/entity/Q211566,Chris Colfer,male,Clovis,,,,,,,2008-01-01T00:00:00Z,chriscolfer,Chris-colfer,
http://www.wikidata.org/entity/Q217427,La Toya Jackson,female,Gary,Joe Jackson,Katherine Jackson,,rhythm and blues,African Americans,,1972-01-01T00:00:00Z,latoyajackson,La-toya-jackson,Epic
http://www.wikidata.org/entity/Q221364,Jaden Smith,male,Malibu,Will Smith,Jada Pinkett Smith,,trap music,African Americans,,2002-01-01T00:00:00Z,jaden,,Columbia Records
http://www.wikidata.org/entity/Q223854,Jackson Rathbone,male,Singapore,,,,,,,2005-01-01T00:00:00Z,jacksonrathbone,,
http://www.wikidata.org/entity/Q228899,Linda McCartney,female,Scarsdale,Lee Eastman,,Paul McCartney,pop rock,,,1971-01-01T00:00:00Z,,Linda-mccartney,
http://www.wikidata.org/entity/Q211976,John Petrucci,male,Long Island,,,,progressive metal,,,1984-01-01T00:00:00Z,JPetrucci,,Roadrunner Records
http://www.wikidata.org/entity/Q229013,Sarah Silverman,female,Bedford,,,,,American Jews,agnosticism,,SarahKSilverman,Sarah-silverman,
http://www.wikidata.org/entity/Q216341,Connie Francis,female,Newark,,,,traditional pop music,,,1943-01-01T00:00:00Z,,Connie-francis,MGM Records
http://www.wikidata.org/entity/Q223443,Devendra Banhart,male,Houston,,,,contemporary folk music,,,2002-01-01T00:00:00Z,DevendraBanhart,,XL Recordings
http://www.wikidata.org/entity/Q218718,Jay Leno,male,New Rochelle,,,Mavis Leno,,,,,jayleno,,
http://www.wikidata.org/entity/Q214226,Lauryn Hill,female,East Orange,,,Rohan Marley,neo soul,African Americans,,1993-01-01T00:00:00Z,MsLaurynHill,,Legacy
http://www.wikidata.org/entity/Q222921,Guy Mitchell,male,Detroit,,,Jackie Loughery,pop music,,,1947-01-01T00:00:00Z,,,Decca
http://www.wikidata.org/entity/Q228860,Colbie Caillat,female,Malibu,Ken Caillat,,,pop rock,,,2007-01-01T00:00:00Z,ColbieCaillat,Colbie-caillat,Republic Records
http://www.wikidata.org/entity/Q228826,Lena Katina,female,Moscow,Q26776702,,,pop rock,,Eastern Orthodox Church,1994-01-01T00:00:00Z,LenaKatina,,Interscope Records
http://www.wikidata.org/entity/Q213736,Bridgit Mendler,female,"Washington\, D.C.",,,Shane Harper,contemporary R&B,,,2004-01-01T00:00:00Z,bridgitmendler,Bridgit-mendler,Walt Disney Records
http://www.wikidata.org/entity/Q215026,Debbie Harry,female,Miami,,,,new wave,,,1968-01-01T00:00:00Z,BlondieOfficial,,Private Stock Records
http://www.wikidata.org/entity/Q216563,Paul Anka,male,Ottawa,,,Anna Anka,jazz,,,1955-01-01T00:00:00Z,,Paul-anka,ABC Records
http://www.wikidata.org/entity/Q212002,Amanda Bynes,female,Thousand Oaks,,,,,,Catholicism,,amandabynes,,
http://www.wikidata.org/entity/Q214466,Nick Carter,male,Jamestown,,,Lauren Kitt,pop music,,,1989-01-01T00:00:00Z,nickcarter,Nick-carter,Sony Music
http://www.wikidata.org/entity/Q216936,Sean Combs,male,Harlem,,,Kim Porter,rhythm and blues,African Americans,,1990-01-01T00:00:00Z,Diddy,,Epic
http://www.wikidata.org/entity/Q215546,Carrie Underwood,female,Muskogee,Stephen Underwood,Carole Underwood,Mike Fisher,pop music,,Christianity,2004-01-01T00:00:00Z,carrieunderwood,Carrie-underwood,Arista Nashville
http://www.wikidata.org/entity/Q216927,Kris Allen,male,Jacksonville,,,,pop rock,,,2007-01-01T00:00:00Z,KrisAllen4Real,Kris-allen,19 Recordings
http://www.wikidata.org/entity/Q229082,Tiffany Thornton,female,College Station,,,,,,,2004-01-01T00:00:00Z,therealTiffany,,Walt Disney Records
http://www.wikidata.org/entity/Q213521,Ashlee Simpson,female,Waco,,,Evan Ross,pop rock,,,2001-01-01T00:00:00Z,ashleesimpson,,Geffen Records
http://www.wikidata.org/entity/Q215929,Marta Eggerth,female,Budapest,,,Jan Kiepura,,Jewish people,,1930-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q218992,Nelly,male,Austin,,,Ashanti,contemporary R&B,African Americans,,2000-01-01T00:00:00Z,nelly_mo,,Derrty Entertainment
http://www.wikidata.org/entity/Q215488,Lucas Grabeel,male,Springfield,,,,pop music,,,2004-01-01T00:00:00Z,mrgrabeel,Lucas-grabeel,Walt Disney Records
http://www.wikidata.org/entity/Q219519,Phillip Phillips,male,Albany,,,,pop rock,,,2009-01-01T00:00:00Z,Phillips,Phillip-phillips,19 Recordings
http://www.wikidata.org/entity/Q225629,Leo Watson,male,Kansas City,,,,jazz,,,,,,
http://www.wikidata.org/entity/Q217839,Otis Redding,male,Dawson,,,Zelma Redding,soul music,African Americans,,1958-01-01T00:00:00Z,otisredding,,Stax
http://www.wikidata.org/entity/Q213512,Bill Cosby,male,Philadelphia,,,Camille Cosby,,African Americans,,1962-01-01T00:00:00Z,BillCosby,,Warner Bros. Records
http://www.wikidata.org/entity/Q209586,Fats Domino,male,New Orleans,,,,jazz,African Americans,,1949-01-01T00:00:00Z,,,Imperial
http://www.wikidata.org/entity/Q218884,Cheryl Ladd,female,Huron,,,David Ladd,pop music,,,1970-01-01T00:00:00Z,,Cheryl-ladd,
http://www.wikidata.org/entity/Q213647,Barry White,male,Galveston,,,,soul music,African Americans,,1960-01-01T00:00:00Z,,,A&M Records
http://www.wikidata.org/entity/Q210172,Kevin Jonas,male,Teaneck,"Kevin Jonas, Sr.",,,pop music,,,2005-01-01T00:00:00Z,KevinJonas,,Walt Disney Records
http://www.wikidata.org/entity/Q229038,Haylie Duff,female,Houston,,,,pop music,,,1997-01-01T00:00:00Z,HaylieDuff,Haylie-duff,
http://www.wikidata.org/entity/Q215497,Kevin Federline,male,Fresno,,,Shar Jackson,hip hop music,,,,,Kevin-federline,
http://www.wikidata.org/entity/Q223875,Erykah Badu,female,Dallas,,,,soul music,African Americans,,1994-01-01T00:00:00Z,fatbellybella,,Kedar Massenburg
http://www.wikidata.org/entity/Q229069,Jennifer Stone,female,Arlington,,,,,,,2000-01-01T00:00:00Z,comeagainjen,,
http://www.wikidata.org/entity/Q327387,Jess Thomas,male,South Dakota,,,,opera,,,,,,
http://www.wikidata.org/entity/Q326918,Aki Aleong,male,Port of Spain,,,,,,,,,,
http://www.wikidata.org/entity/Q332892,DJ Kool,male,"Washington\, D.C.",,,,hip hop music,African Americans,,1979-01-01T00:00:00Z,,Dj-kool,American Recordings
http://www.wikidata.org/entity/Q327836,Doctor Clayton,male,Atlanta,,,,blues,,,,,,RCA Victor
http://www.wikidata.org/entity/Q323456,Del Shannon,male,Grand Rapids,,,,rock music,,,1958-01-01T00:00:00Z,,,Island Records
http://www.wikidata.org/entity/Q325427,Howard Keel,male,Gillespie,,,,Western,,,1943-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q323499,Billy Sherrill,male,Phil Campbell,,,,country music,,,,,,
http://www.wikidata.org/entity/Q328797,Doctor Ross,male,Tunica,,,,blues,African Americans,,1951-01-01T00:00:00Z,,,Chess Records
http://www.wikidata.org/entity/Q326538,John Fogerty,male,Berkeley,,,,country music,,,1959-01-01T00:00:00Z,John_Fogerty,,Fantasy
http://www.wikidata.org/entity/Q331461,Tito Larriva,male,Ciudad Juárez,,,,rock music,,,1977-01-01T00:00:00Z,TaranCholas,,
http://www.wikidata.org/entity/Q322358,Billy Guy,male,Itasca,,,,rock music,,,,,,
http://www.wikidata.org/entity/Q327276,Prince Ital Joe,male,Roseau,,,,reggae,,,1988-01-01T00:00:00Z,,,Death Row Records
http://www.wikidata.org/entity/Q329035,Buddy Moss,male,Georgia,,,,blues,,,1930-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q322502,Lightnin' Slim,male,St. Louis,,,,blues,African Americans,,,,,Ace Records
http://www.wikidata.org/entity/Q324757,Mickey Gilley,male,Branson,,,,country music,,,1957-01-01T00:00:00Z,,Mickey-gilley,Epic
http://www.wikidata.org/entity/Q328437,De La Ghetto,male,New York City,,,,reggaeton,,,2004-01-01T00:00:00Z,DeLaGhettoReal,,
http://www.wikidata.org/entity/Q331652,Shooter Jennings,male,Nashville,Waylon Jennings,,,country music,,,1996-01-01T00:00:00Z,ShooterJennings,,Black Country Rock Media
http://www.wikidata.org/entity/Q328662,Pee Wee Crayton,male,Milam County,,,,blues,African Americans,,1985-01-01T00:00:00Z,,,Charly Records
http://www.wikidata.org/entity/Q320836,Claude King,male,Shreveport,,,,country music,,,1961-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q329376,Eric Von Schmidt,male,Westport,,,,folk music,,,,,,Folkways Records
http://www.wikidata.org/entity/Q322272,"Sammy Davis, Sr.",male,Wilmington,,,Elvera Sanchez,pop music,,,,,,
http://www.wikidata.org/entity/Q333014,Robert Earl Keen,male,Houston,,,,country music,,,1984-01-01T00:00:00Z,,Robert-earl-keen,Arista
http://www.wikidata.org/entity/Q326186,Carman,male,Trenton,,,,contemporary Christian music,,,1982-01-01T00:00:00Z,,Carman,
http://www.wikidata.org/entity/Q323693,Duke Robillard,male,Woonsocket,,,,blues,,,1967-01-01T00:00:00Z,,Duke-robillard,Stony Plain Records
http://www.wikidata.org/entity/Q322760,Papa Charlie Jackson,male,New Orleans,,,,blues,African Americans,,,,Papa-charlie-jackson,Paramount
http://www.wikidata.org/entity/Q328780,Wade Domínguez,male,Santa Clara County,,,,,,,,,,
http://www.wikidata.org/entity/Q323483,Lee Greenwood,male,California,,,,country music,,,1962-01-01T00:00:00Z,,Lee-greenwood,MCA Records
http://www.wikidata.org/entity/Q323492,Stonewall Jackson,male,Tabor City,,,,country music,,,1956-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q328664,David Bromberg,male,Philadelphia,,,,bluegrass music,,,,,David-bromberg,Columbia Records
http://www.wikidata.org/entity/Q329610,Chris Ardoin,male,Lake Charles,,,,Zydeco,,,,,,
http://www.wikidata.org/entity/Q327126,Curt Kirkwood,male,Wichita Falls,,,,rock music,,,1980-01-01T00:00:00Z,,Curt-kirkwood,SST Records
http://www.wikidata.org/entity/Q328665,Jake Holmes,male,California,,,,pop music,,,1963-01-01T00:00:00Z,,Jake-holmes,Tower
http://www.wikidata.org/entity/Q332635,Johnny Winter,male,Beaumont,,,,blues,,,1964-01-01T00:00:00Z,,Johnny-winter,Columbia Records
http://www.wikidata.org/entity/Q323470,RedOne,male,Morocco,,,,house music,,,2003-01-01T00:00:00Z,RedOne_Official,Redone,2101 Records
http://www.wikidata.org/entity/Q331748,Tommy Lee,male,Athens,,,Pamela Anderson,glam metal,,,1981-01-01T00:00:00Z,MrTommyLand,,MCA Records
http://www.wikidata.org/entity/Q326002,Tom Hooker,male,Greenwich,,,,Italo disco,,,1980-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q329351,Cary Brothers,male,Nashville,,,,indie rock,,,2003-01-01T00:00:00Z,carybrothers,Cary-brothers,
http://www.wikidata.org/entity/Q326357,"Will ""Dub"" Jones",male,Shreveport,,,,,,,,,,
http://www.wikidata.org/entity/Q330093,Marvin Rainwater,male,Wichita,,,,country music,,,1957-01-01T00:00:00Z,,Marvin-rainwater,MGM Records
http://www.wikidata.org/entity/Q322586,Danny Joe Brown,male,Jacksonville,,,,rock music,,,1974-01-01T00:00:00Z,,,Epic
http://www.wikidata.org/entity/Q321178,Tex Williams,male,Illinois,,,,Western swing,,,1946-01-01T00:00:00Z,,Tex-williams,Capitol Records
http://www.wikidata.org/entity/Q332186,Luke Jordan,male,Bluefield,,,,blues,African Americans,,,,Luke-jordan,Victor Talking Machine Company
http://www.wikidata.org/entity/Q322850,Peetie Wheatstraw,male,Ripley,,,,blues,African Americans,,1930-01-01T00:00:00Z,,,Bluebird
http://www.wikidata.org/entity/Q329362,Wingy Manone,male,New Orleans,,,,jazz,,,1924-01-01T00:00:00Z,,,Four Star Records
http://www.wikidata.org/entity/Q328657,Bruce Channel,male,Jacksonville,,,,rock and roll,,,1959-01-01T00:00:00Z,,Bruce-channel,Apex
http://www.wikidata.org/entity/Q321313,Rod Evans,male,Slough,,,,progressive rock,,,1965-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q330466,Mark Dinning,male,Oklahoma,,,,pop music,,,,,,MGM Records
http://www.wikidata.org/entity/Q323503,Hamilton Camp,male,London,,,,,,,1946-01-01T00:00:00Z,,,Elektra
http://www.wikidata.org/entity/Q324080,Billy Boy Arnold,male,Chicago,,,,blues,,,1952-01-01T00:00:00Z,,,Prestige
http://www.wikidata.org/entity/Q324366,Shaun Cassidy,male,Los Angeles,Jack Cassidy,Shirley Jones,,pop music,,,1976-01-01T00:00:00Z,,Shaun-cassidy,Warner Bros. Records
http://www.wikidata.org/entity/Q327586,Dante Thomas,male,Salt Lake City,,,,pop music,,,,,Dante-thomas,
